ESTIMATION_DATE,FORECAST_DATE,PC1_FORECAST_VAR,PC2_FORECAST_VAR,PC3_FORECAST_VAR,PC4_FORECAST_VAR,PC1_FORECAST_PERS,PC2_FORECAST_PERS,PC3_FORECAST_PERS,PC4_FORECAST_PERS,PC1_ACTUAL,PC2_ACTUAL,PC3_ACTUAL,PC4_ACTUAL,PC1_ERROR_VAR,PC1_ABS_ERROR_VAR,PC1_SQ_ERROR_VAR,PC1_ERROR_PERS,PC1_ABS_ERROR_PERS,PC1_SQ_ERROR_PERS,PC2_ERROR_VAR,PC2_ABS_ERROR_VAR,PC2_SQ_ERROR_VAR,PC2_ERROR_PERS,PC2_ABS_ERROR_PERS,PC2_SQ_ERROR_PERS,PC3_ERROR_VAR,PC3_ABS_ERROR_VAR,PC3_SQ_ERROR_VAR,PC3_ERROR_PERS,PC3_ABS_ERROR_PERS,PC3_SQ_ERROR_PERS,PC4_ERROR_VAR,PC4_ABS_ERROR_VAR,PC4_SQ_ERROR_VAR,PC4_ERROR_PERS,PC4_ABS_ERROR_PERS,PC4_SQ_ERROR_PERS
2015-04-22,2015-05-22,0.004313697368972523,0.008138441337956171,0.002305881080008665,-0.0022787368881045634,0.004318933,0.007502119,0.00224423,-0.002241237,0.023327009,0.010090359,0.002627747,-0.003415674,0.01901331163102748,0.01901331163102748,0.00036150601917856476,0.019008076,0.019008076,0.00036130695322177597,0.0019519176620438287,0.0019519176620438287,3.809982559398646e-06,0.0025882400000000003,0.0025882400000000003,6.698986297600002e-06,0.000321865919991335,0.000321865919991335,1.0359767045186847e-07,0.0003835170000000003,0.0003835170000000003,1.4708528928900024e-07,-0.0011369371118954367,0.0011369371118954367,1.2926259964051367e-06,-0.001174437,0.001174437,1.379302266969e-06
2015-04-23,2015-05-26,0.005033792748111848,0.008327210431227233,0.002344567340438662,-0.0022896920287438166,0.005110368,0.007666266,0.002269705,-0.002270682,0.022093278,0.010096039,0.002606771,-0.003257424,0.017059485251888152,0.017059485251888152,0.00029102603705938936,0.01698291,0.01698291,0.0002884192320681,0.0017688285687727668,0.0017688285687727668,3.1287545057067148e-06,0.0024297729999999997,0.0024297729999999997,5.9037968315289985e-06,0.00026220365956133775,0.00026220365956133775,6.875075908735791e-08,0.000337066,0.000337066,1.1361348835600002e-07,-0.0009677319712561834,0.0009677319712561834,9.365051681913787e-07,-0.000986742,0.000986742,9.736597745640001e-07
2015-04-24,2015-05-27,0.00673956721468748,0.008220188521122497,0.002365409826848179,-0.0024174701304803996,0.006907384,0.007536957,0.002240678,-0.002414118,0.021009069,0.010063181,0.002716361,-0.00297035,0.014269501785312519,0.014269501785312519,0.00020361868120103715,0.014101685,0.014101685,0.00019885751983922498,0.0018429924788775018,0.0018429924788775018,3.396621277199039e-06,0.002526223999999999,0.002526223999999999,6.381807698175994e-06,0.00035095117315182096,0.00035095117315182096,1.2316672593663941e-07,0.0004756830000000002,0.0004756830000000002,2.2627431648900018e-07,-0.0005528798695196005,0.0005528798695196005,3.056761501200104e-07,-0.0005562320000000003,0.0005562320000000003,3.093940378240003e-07
2015-04-27,2015-05-28,0.008006825716412553,0.008401415996804778,0.0023584421008354594,-0.0025546489184326182,0.008142083,0.007892151,0.002245819,-0.002543178,0.021658146,0.010150331,0.002744687,-0.003027962,0.013651320283587447,0.013651320283587447,0.00018635854548508605,0.013516063,0.013516063,0.00018268395901996901,0.001748915003195222,0.001748915003195222,3.0587036884013436e-06,0.0022581800000000003,0.0022581800000000003,5.099376912400001e-06,0.00038624489916454056,0.00038624489916454056,1.491851221306261e-07,0.000498868,0.000498868,2.48869281424e-07,-0.0004733130815673817,0.0004733130815673817,2.2402527318281092e-07,-0.0004847839999999998,0.0004847839999999998,2.3501552665599983e-07
2015-04-28,2015-05-29,0.006989978444330451,0.008155096208574927,0.0022940795225109734,-0.002514539438909955,0.00700546,0.007835906,0.002264824,-0.002469892,0.020667419,0.009866838,0.00275353,-0.002891525,0.013677440555669548,0.013677440555669548,0.0001870723801538741,0.013661959,0.013661959,0.00018664912371768098,0.0017117417914250723,0.0017117417914250723,2.930059960511116e-06,0.002030931999999999,0.002030931999999999,4.1246847886239964e-06,0.00045945047748902675,0.00045945047748902675,2.110947412648947e-07,0.0004887060000000002,0.0004887060000000002,2.388335544360002e-07,-0.0003769855610900449,0.0003769855610900449,1.4211811327037598e-07,-0.0004216329999999998,0.0004216329999999998,1.7777438668899985e-07
2015-04-29,2015-06-01,0.0074001202201100635,0.008383560964961411,0.002554586102484689,-0.002507309017639341,0.007510958,0.008009557,0.002476255,-0.002484246,0.020071761,0.009978682,0.002697236,-0.002827902,0.012671640779889937,0.012671640779889937,0.00016057048005456965,0.012560803,0.012560803,0.000157773772004809,0.001595121035038588,0.001595121035038588,2.5444111164225765e-06,0.0019691249999999987,0.0019691249999999987,3.877453265624995e-06,0.0001426498975153111,0.0001426498975153111,2.034899326112876e-08,0.00022098099999999987,0.00022098099999999987,4.883260236099994e-08,-0.00032059298236065915,0.00032059298236065915,1.0277986033890191e-07,-0.00034365600000000034,0.00034365600000000034,1.1809944633600023e-07
2015-04-30,2015-06-02,0.009795948840363111,0.008732611346780208,0.002393877826930244,-0.0027545713304806055,0.01000677,0.008189713,0.002240688,-0.0027582,0.023794942,0.009792325,0.002828145,-0.003188264,0.013998993159636888,0.013998993159636888,0.0001959718094835604,0.013788172,0.013788172,0.000190113687101584,0.001059713653219791,0.001059713653219791,1.1229930268204357e-06,0.0016026119999999998,0.0016026119999999998,2.5683652225439994e-06,0.0004342671730697559,0.0004342671730697559,1.8858797760599732e-07,0.000587457,0.000587457,3.45105726849e-07,-0.00043369266951939463,0.00043369266951939463,1.8808933159485884e-07,-0.00043006399999999997,0.00043006399999999997,1.8495504409599997e-07
2015-05-04,2015-06-03,0.013259811648132077,0.008579243661223385,0.0024219849612289283,-0.00285205252728293,0.013679049,0.008159581,0.002204467,-0.002908722,0.026863986,0.009938417,0.00284057,-0.00356232,0.013604174351867922,0.013604174351867922,0.000185073559796021,0.013184936999999999,0.013184936999999999,0.00017384256369396898,0.0013591733387766144,0.0013591733387766144,1.8473521648411694e-06,0.001778835999999999,0.001778835999999999,3.1642575148959963e-06,0.0004185850387710718,0.0004185850387710718,1.752134346829797e-07,0.0006361030000000003,0.0006361030000000003,4.0462702660900033e-07,-0.00071026747271707,0.00071026747271707,5.044798827998938e-07,-0.000653598,0.000653598,4.27190345604e-07
2015-05-05,2015-06-04,0.015655540883823506,0.008372260373006122,0.0022653017399666712,-0.002982408317667317,0.016065259,0.008168332,0.00203959,-0.003023451,0.034792435,0.009581218,0.003163979,-0.004180963,0.01913689411617649,0.01913689411617649,0.00036622071641375037,0.018727175999999998,0.018727175999999998,0.0003507071209349759,0.0012089576269938788,0.0012089576269938788,1.4615785438666705e-06,0.0014128860000000003,0.0014128860000000003,1.996246848996001e-06,0.0008986772600333287,0.0008986772600333287,8.076208177010111e-07,0.001124389,0.001124389,1.264250623321e-06,-0.001198554682332683,0.001198554682332683,1.436533326541599e-06,-0.0011575120000000003,0.0011575120000000003,1.3398340301440007e-06
2015-05-06,2015-06-05,0.016096698394055323,0.007955520912609627,0.0026040564927732827,-0.0032234112900813594,0.016440038,0.008165298,0.002365879,-0.0031977,0.03227892,0.009635618,0.00302346,-0.003927413,0.01618222160594468,0.01618222160594468,0.00026186429610390284,0.015838882000000002,0.015838882000000002,0.00025087018300992404,0.001680097087390373,0.001680097087390373,2.8227262230576144e-06,0.0014703200000000007,0.0014703200000000007,2.161840902400002e-06,0.0004194035072267173,0.0004194035072267173,1.758993018740711e-07,0.000657581,0.000657581,4.3241277156099996e-07,-0.0007040017099186409,0.0007040017099186409,4.956184075683703e-07,-0.0007297130000000003,0.0007297130000000003,5.324810623690005e-07
2015-05-07,2015-06-08,0.019582629878656183,0.0084334988855099,0.0028219923724269002,-0.0035004350268243783,0.020138727,0.008517912,0.002475067,-0.003541932,0.032700786,0.010089662,0.003145662,-0.003957798,0.01311815612134382,0.01311815612134382,0.0001720860200239503,0.012562059000000004,0.012562059000000004,0.0001578053263194811,0.0016561631144900984,0.0016561631144900984,2.7428762617975427e-06,0.0015717499999999985,0.0015717499999999985,2.470398062499995e-06,0.0003236696275730998,0.0003236696275730998,1.0476202781330911e-07,0.000670595,0.000670595,4.4969765402499994e-07,-0.0004573629731756219,0.0004573629731756219,2.0918088923204464e-07,-0.0004158660000000004,0.0004158660000000004,1.7294452995600035e-07
2015-05-08,2015-06-09,0.027531043138867728,0.009204832138897516,0.003108368745770671,-0.003779547257169484,0.028483958,0.009290018,0.002585143,-0.003941227,0.033428006,0.010135915,0.003156458,-0.003961792,0.005896962861132275,0.005896962861132275,3.477417098557335e-05,0.004944048000000003,0.004944048000000003,2.444361062630403e-05,0.0009310828611024842,0.0009310828611024842,8.669152942387879e-07,0.000845897,0.000845897,7.155417346089999e-07,4.808925422932885e-05,4.808925422932885e-05,2.312576372333023e-09,0.0005713150000000002,0.0005713150000000002,3.264008292250002e-07,-0.00018224474283051566,0.00018224474283051566,3.321314628936079e-08,-2.05649999999993e-05,2.05649999999993e-05,4.229192249999712e-10
2015-05-11,2015-06-10,0.021691580218091384,0.007106574529983524,0.002952285477793592,-0.00362756391300996,0.021860793,0.008402427,0.002805264,-0.003536241,0.037708002,0.01000112,0.003488556,-0.004275599,0.016016421781908614,0.016016421781908614,0.0002565257666959967,0.015847208999999998,0.015847208999999998,0.0002511340330896809,0.0028945454700164764,0.0028945454700164764,8.378393477992905e-06,0.001598693,0.001598693,2.555819308249e-06,0.000536270522206408,0.000536270522206408,2.8758607298753357e-07,0.0006832919999999998,0.0006832919999999998,4.6688795726399976e-07,-0.0006480350869900397,0.0006480350869900397,4.199494739701883e-07,-0.0007393579999999999,0.0007393579999999999,5.466502521639998e-07
2015-05-12,2015-06-11,0.02213998956285172,0.008374739517404329,0.003195531437667395,-0.003538481015884141,0.022650466,0.008931118,0.00291501,-0.003564045,0.037532374,0.01060663,0.003729371,-0.004300746,0.015392384437148281,0.015392384437148281,0.00023692549866096462,0.014881908,0.014881908,0.00022147118572046399,0.002231890482595672,0.002231890482595672,4.981335126301142e-06,0.0016755120000000005,0.0016755120000000005,2.8073404621440018e-06,0.0005338395623326049,0.0005338395623326049,2.849846783114671e-07,0.000814361,0.000814361,6.63183838321e-07,-0.0007622649841158595,0.0007622649841158595,5.810479060091515e-07,-0.0007367010000000002,0.0007367010000000002,5.427283634010003e-07
2015-05-13,2015-06-12,0.025764717155157123,0.008919562245133399,0.003486214745436669,-0.003878438668277761,0.026432419,0.009461445,0.003059609,-0.003931512,0.034254531,0.010105154,0.003619476,-0.004166249,0.008489813844842875,0.008489813844842875,7.207693912008577e-05,0.007822111999999999,0.007822111999999999,6.118543614054399e-05,0.0011855917548666012,0.0011855917548666012,1.4056278092076672e-06,0.0006437089999999993,0.0006437089999999993,4.14361276680999e-07,0.0001332612545633309,0.0001332612545633309,1.775856196779288e-08,0.0005598669999999999,0.0005598669999999999,3.134510576889999e-07,-0.0002878103317222394,0.0002878103317222394,8.283478704606549e-08,-0.0002347370000000005,0.0002347370000000005,5.510145916900023e-08
2015-05-14,2015-06-15,0.02445862516783267,0.008350703547266383,0.003369555706780666,-0.0037379059723731288,0.024831562,0.009349448,0.003112882,-0.003739224,0.031746175,0.010177785,0.003661191,-0.003938788,0.007287549832167332,0.007287549832167332,5.310838255632212e-05,0.006914613,0.006914613,4.7811872939769e-05,0.0018270814527336175,0.0018270814527336175,3.3382266349231858e-06,0.0008283370000000002,0.0008283370000000002,6.861421855690003e-07,0.00029163529321933395,0.00029163529321933395,8.505114425112689e-08,0.0005483089999999999,0.0005483089999999999,3.0064275948099986e-07,-0.0002008820276268716,0.0002008820276268716,4.0353589023483204e-08,-0.00019956400000000016,0.00019956400000000016,3.982579009600007e-08
