CURRENT_DATE,FORECASTED_DATE,LAMBDA,CURRENT_BETA0,CURRENT_BETA1,CURRENT_BETA2,RMSE_CURRENT,MAE_CURRENT,TAE_CURRENT,FUTURE_BETA0,FUTURE_BETA1,FUTURE_BETA2,RMSE_FUTURE,MAE_FUTURE,TAE_FUTURE,RMSE_RATIO,MAE_RATIO,TAE_RATIO
2001-12-12,2002-01-11,0.1464875008071304,0.05050731299268991,-0.02134812693345913,0.027949825774923505,0.0006686148183606149,0.0003877073031115929,0.005815609546673893,0.05008311641884327,-0.018487108201176806,0.027556443477253216,0.000626503709987359,0.0003856576763518434,0.005784865145277651,1.0170025444396809,1.0537518182984298,1.0537518182984298
2001-12-13,2002-01-14,0.14685845654964344,0.04893044594076411,-0.01943549395028278,0.03138385125943642,0.0005642512700312389,0.0003372190893550629,0.005058286340325943,0.05004913526072876,-0.019365929741088597,0.026609157137757238,0.0006062487031919466,0.0003601035867478235,0.005401553801217353,1.013192527103797,1.0485912613995134,1.0485912613995132
2001-12-14,2002-01-15,0.14723075915562647,0.04874375047012988,-0.018933919315476177,0.03101513142029029,0.0005770276238821036,0.0003665905880341112,0.005498858820511668,0.04978997123458089,-0.01837112412486066,0.026460958748366188,0.000585098649252257,0.000353529954174125,0.005302949312611875,1.0153186553952853,1.056799065529333,1.0567990655293331
2001-12-17,2002-01-16,0.14760101271900422,0.05006632679057508,-0.019571763619848713,0.03083303814121738,0.0006451617768959976,0.0004322526766617388,0.006483790149926082,0.05027423013267807,-0.019119333448385123,0.025461763295054347,0.0006078814965059045,0.00034054932870659823,0.005108239930598973,1.0115173072688315,1.0373126269093462,1.0373126269093462
2001-12-18,2002-01-17,0.1479482645600809,0.0501822988292851,-0.020809888682522128,0.03178827408053775,0.0006642321091556212,0.0003898937790705289,0.005848406686057933,0.05091837461405881,-0.019712771930124648,0.02510895518627559,0.0006522787231803605,0.0003619107347486513,0.005428661021229769,1.0105121060415954,1.0349689977379024,1.0349689977379024
2001-12-19,2002-01-18,0.14825003426958477,0.05082229769122257,-0.021270592521378518,0.029037334077607172,0.0006921181516310424,0.00040229002746240553,0.006034350411936083,0.050779720412422624,-0.019391589136117292,0.026551919495223588,0.0006394535558115922,0.00036029832406717457,0.005404474861007619,1.0124432119447762,1.0389344412941812,1.0389344412941812
2001-12-20,2002-01-21,0.14852165391277813,0.05093065202015025,-0.021522950616539784,0.030162613259059723,0.0006945255463494906,0.00040288846391001767,0.006043326958650265,0.05051876628456791,-0.019147782774222036,0.025883361578124677,0.0006166020141466341,0.00034075309419624397,0.00511129641294366,1.0108307110470074,1.0265236380731864,1.0265236380731864
2001-12-21,2002-01-22,0.14879217462852748,0.05106609670455838,-0.021383871010239593,0.030932703640272015,0.0006809879380064893,0.0003975260854598206,0.005962891281897309,0.050593883001418635,-0.01834473323074259,0.025903930029843154,0.0005717734408217458,0.00031560787260793467,0.00473411808911902,1.011322662168425,1.0493066706122218,1.0493066706122218
2001-12-24,2002-01-23,0.14908638468402619,0.05106599196694193,-0.021419658051509104,0.03096487829728216,0.0006819682335697471,0.0003984984285288734,0.005977476427933101,0.050660930735908924,-0.018282270715871657,0.02428507523955636,0.0005713176723912321,0.0003171671267693322,0.004757506901539983,1.0112263513841075,1.0470406057920938,1.0470406057920938
2001-12-25,2002-01-24,0.1493963965277198,0.05109674899943522,-0.021456029358515448,0.030870013475438374,0.00068147605350472,0.00039791301989099647,0.005968695298364947,0.05052947929380284,-0.017381215365278986,0.02585994964540122,0.0005305689225474405,0.00031748703286835764,0.004762305493025365,1.0155641999207523,1.0660137449513363,1.0660137449513363
2001-12-26,2002-01-25,0.1499004480310398,0.051146276283197,-0.021514661355070373,0.030716697603933255,0.0006806836116332207,0.00039696613737377713,0.005954492060606657,0.05033165062526278,-0.01690784908090969,0.02845801325535856,0.0005435218819439853,0.0003652347840784415,0.005478521761176622,1.0239155322739149,1.0645090880057362,1.0645090880057362
2001-12-27,2002-01-28,0.15035265026155048,0.05127946100754916,-0.02152678964599916,0.03264282086860421,0.000698404580245455,0.0004207032327634572,0.0063105484914518575,0.04975327045140478,-0.016033599771455413,0.02881996147357624,0.000566142125619306,0.00041702156801089787,0.006255323520163468,1.0313331061845867,1.0581856289723734,1.0581856289723734
2001-12-28,2002-01-29,0.15083224029359857,0.05102504701378141,-0.02152596572216032,0.033697080247625105,0.000690074955169869,0.0004171787262339503,0.006257680893509254,0.049335153112693944,-0.0163185990872117,0.03045471380274996,0.0005510377888392599,0.00038590119333523537,0.005788517900028531,1.030612655718154,1.0671348662638094,1.0671348662638094
2001-12-31,2002-01-30,0.1513198104606018,0.051047886463784255,-0.021587047171565465,0.03366216216745253,0.0006907869605404965,0.0004182998984562702,0.006274498476844054,0.049469838650072886,-0.016491861465167366,0.029286553675226812,0.0005480379126730883,0.00039637244543215636,0.0059455866814823455,1.029046923681165,1.0618624356081232,1.0618624356081234
2002-01-02,2002-01-31,0.1518164217867278,0.051364587786842185,-0.021900533460931345,0.03361712483331352,0.000734799045964679,0.0004615915691898088,0.006923873537847132,0.04917417393775673,-0.015908546374891946,0.028203868450425322,0.0005608210157118726,0.0004276810367468705,0.006415215551203057,1.0305472237760114,1.055298358875227,1.0552983588752272
2002-01-03,2002-02-01,0.15232712422080663,0.051153335510322515,-0.021759279621801346,0.03245494238821875,0.000714200873558459,0.00043885792633360646,0.006582868895004097,0.049794042687288965,-0.016515798715968935,0.025777290282054603,0.000602945338072167,0.00047057368823879057,0.007058605323581858,1.0226143047731082,1.030812534505591,1.030812534505591
2002-01-04,2002-02-04,0.15284377752719067,0.05140027482172421,-0.021305743610823668,0.03199800159201905,0.0007115362483827872,0.000437341932316627,0.006560128984749405,0.04995781907113134,-0.017312178025820708,0.024950571538930398,0.0005817869049249058,0.0004441346332949389,0.006662019499424084,1.0189397805014273,1.030552101716271,1.030552101716271
2002-01-07,2002-02-05,0.15333696950176948,0.051086914768690844,-0.02112011426829509,0.028427469305945276,0.0006852715517112319,0.0004002527065036838,0.006003790597555257,0.05020897699718414,-0.017829276184538896,0.02412724291634959,0.0005682260838385507,0.00042264007947843914,0.006339601192176587,1.016745140670119,1.0304609506444464,1.0304609506444466
2002-01-08,2002-02-06,0.15378469725852417,0.05139672576156026,-0.021424503678632557,0.027793551408922194,0.0006970878361875841,0.0004020041813061514,0.00603006271959227,0.05077491926575224,-0.018786130048035643,0.024265381991673073,0.0005710893383535993,0.00041900791480784563,0.006285118722117684,1.0145477050977727,1.030162892013471,1.030162892013471
2002-01-09,2002-02-07,0.15421488784893767,0.05048830709092009,-0.01948540956023859,0.02894933110461518,0.0006225907167517235,0.00036454964408877226,0.005468244661331584,0.051203489058745194,-0.01828489681706215,0.025962344974277126,0.0006062260687740737,0.000466564118720388,0.00699846178080582,1.019085908493732,1.0295597412167883,1.0295597412167883
2002-01-10,2002-02-08,0.15465956854815543,0.050980582132048376,-0.020188013441126376,0.027295623871612728,0.0006555779968903574,0.00038859120099535527,0.005828868014930329,0.05157008308805143,-0.01898292361394325,0.025062496154987117,0.0006040861938869239,0.00045958187116524327,0.006893728067478649,1.0165428579793918,1.028452669993028,1.028452669993028
2002-01-11,2002-02-11,0.15514158753836535,0.05080304253431035,-0.019341007249441468,0.025295971598735437,0.0006160296386795494,0.0003659853009550134,0.005489779514325201,0.05181957345495059,-0.01921717483581188,0.02494509667026039,0.0005974156221220729,0.00043974324885303153,0.006596148732795473,1.0162015974689371,1.0293099430565917,1.0293099430565917
2002-01-14,2002-02-12,0.15560873196353375,0.050753304515331006,-0.020197801286817838,0.024307861636159625,0.0005983548900867872,0.000343416543703795,0.005151248155556926,0.05198296753367198,-0.019284394350893515,0.02589339235184452,0.0006040791510436257,0.00043119959032267285,0.006467993854840093,1.0184434452579267,1.0315789659438748,1.0315789659438748
2002-01-15,2002-02-13,0.15600529938014276,0.0504871392596431,-0.0191969008398679,0.024232741793619332,0.0005762709531072938,0.0003345290185292204,0.0050179352779383055,0.05151898780755301,-0.0180982926815955,0.026011500657846798,0.0006186068637785816,0.00046503894679647876,0.006975584201947181,1.0215757779116688,1.0399318088118024,1.0399318088118024
2002-01-16,2002-02-14,0.15637059559927588,0.05094309068035774,-0.019910594021900433,0.023238538505258786,0.0006009600548973578,0.00032829960792173004,0.0049244941188259506,0.05133065419374245,-0.018083015617178004,0.025890594954176935,0.0006339037654414167,0.00048585298141939486,0.007287794721290923,1.0223770348376047,1.0413252048235397,1.04132520482354
2002-01-17,2002-02-15,0.15673450499539615,0.05157361439261936,-0.02048982075849206,0.022878297917807107,0.0006454932298985351,0.0003496826818384586,0.005245240227576879,0.05156324369446942,-0.0187630527820984,0.02462928558106109,0.0006504125946623729,0.0004814062758832537,0.007221094138248806,1.019887279720512,1.0409456355305629,1.0409456355305629
2002-01-18,2002-02-18,0.15707987442620525,0.051473849546366406,-0.020215623179764677,0.024273099516233895,0.0006315944916883607,0.0003467960149808468,0.005201940224712702,0.05157147311045016,-0.01879349063335504,0.02452094058986704,0.0006399273773175565,0.0004710691113055517,0.0070660366695832755,1.0195058707424327,1.0419924722293639,1.0419924722293639
2002-01-21,2002-02-19,0.15745960297946615,0.0512038916533424,-0.019959447272374697,0.023618501453591234,0.0006099953309768008,0.0003319486094210622,0.004979229141315933,0.05195854545385451,-0.01907793161922687,0.024131547413788347,0.0006399889167563189,0.000469060213743049,0.0070359032061457355,1.0182629343658667,1.028664418950956,1.028664418950956
2002-01-22,2002-02-20,0.15785088608195902,0.051288366058166175,-0.019166707689278344,0.023656024740420157,0.0005653719255096876,0.0003007775338203007,0.00451166300730451,0.05266242489709133,-0.01954835333788834,0.02318146582911088,0.0006684055492263689,0.0004938153315130663,0.0074072299726959945,1.016450406487271,1.026369585648421,1.026369585648421
2002-01-23,2002-02-21,0.15829110561268864,0.05131598752246584,-0.01905963879593836,0.02209561941815156,0.0005649750638017353,0.00030291769489626714,0.004543765423444007,0.0528535869631552,-0.019781991935535898,0.023597313118815317,0.0006738386290705919,0.0004846041783547306,0.007269062675320959,1.0170891614812914,1.0378311253131605,1.0378311253131602
2002-01-24,2002-02-22,0.15878676134621045,0.0512379264613162,-0.018223230517632912,0.023618828410585668,0.0005224375993057283,0.00029782639705349295,0.004467395955802395,0.05283543320969149,-0.020243205005140992,0.02256726003903902,0.0006694296192071614,0.00046849930453309827,0.007027489567996474,1.0151720876112893,1.0388935187872934,1.0388935187872934
2002-01-25,2002-02-25,0.15928696664629177,0.05110051663218131,-0.017827748708566304,0.026160651393717513,0.0005308268746904641,0.0003431016119953251,0.005146524179929876,0.05305959613968541,-0.02025844362516947,0.023349995185851943,0.0006572839547082018,0.0004617392632549196,0.006926088948823794,1.0156675611620436,1.0349171099608487,1.0349171099608487
2002-01-28,2002-02-26,0.15984168904710847,0.05052487756294417,-0.01696549430503053,0.026580667744258643,0.0005489420655890189,0.00039409112786371555,0.0059113669179557335,0.05296762122988115,-0.020039719767855516,0.023122823817543114,0.0006622540099138895,0.0004683441209638368,0.007025161814457552,1.0157499746116387,1.0385410907952735,1.0385410907952735
2002-01-29,2002-02-27,0.16032634682354496,0.050153767378029755,-0.017303535858003923,0.028115867697642356,0.0005346701166358997,0.0003616236387124434,0.005424354580686651,0.05271605400064051,-0.019609946479794853,0.023361730793326048,0.0006488663735595978,0.00045844162039268045,0.006876624305890207,1.0157493821771109,1.0395859164000762,1.0395859164000762
2002-01-30,2002-02-28,0.16079615451452497,0.0502493025967573,-0.01743152454647517,0.027009661309392727,0.0005325684379023416,0.0003732804100986545,0.005599206151479817,0.05256990191674888,-0.01962192546915157,0.0237855597712026,0.0006300883645027237,0.000449564127136227,0.006743461907043405,1.016327952744771,1.0282721719383372,1.0282721719383372
2002-01-31,2002-03-01,0.16124028646970842,0.049909768552624356,-0.016801017305403815,0.026053766026997535,0.0005441972990398027,0.0004052702566530166,0.006079053849795249,0.052440325952899006,-0.01925855329878953,0.024994696409822322,0.0005995230570183447,0.0004192689194149483,0.0062890337912242245,1.017234889608974,1.0431554224468165,1.0431554224468165
2002-02-01,2002-03-04,0.1616420381091556,0.05045147539843922,-0.01731587008615578,0.023736529636256637,0.0005896116798463376,0.00045650753409250306,0.006847613011387546,0.05259108129654136,-0.018987971662884216,0.024633589969950017,0.0005917234732489681,0.0004210883837035976,0.006316325755553964,1.0171837993475106,1.0308922041861068,1.0308922041861068
2002-02-04,2002-03-05,0.16202652666254141,0.050586141223305604,-0.01807410967918716,0.022921463187064586,0.0005709728053198634,0.0004309676653468384,0.006464514980202576,0.053115479286947244,-0.01907411533876948,0.02505713873455412,0.0006393235544436513,0.0004743566660788008,0.0071153499911820114,1.0192186254833464,1.0326996745296297,1.0326996745296297
2002-02-05,2002-03-06,0.16242765109920188,0.05080884899233779,-0.01855598101195788,0.022125886536770504,0.0005588677645059044,0.00041014662342529485,0.006152199351379423,0.053486881362265516,-0.01960514824317701,0.026432055798819114,0.0006685485978883296,0.0005040429145592556,0.007560643718388833,1.0207934565731513,1.0413628982577687,1.0413628982577687
2002-02-06,2002-03-07,0.16276328248435895,0.05137052843117456,-0.019506353337916595,0.022229139311745014,0.0005629004289143437,0.0004067394759181118,0.006101092138771677,0.05326982737544829,-0.01868224051217701,0.026910500520315052,0.0006627852708152409,0.0005138739430484817,0.007708109145727227,1.023182459849548,1.0418611872066619,1.0418611872066619
2002-02-07,2002-03-08,0.16309958527328777,0.05182536922773443,-0.0190427687635217,0.023937068488774565,0.0005948723887960642,0.00045316857297564663,0.0067975285946347,0.05340247914824845,-0.01809588379435753,0.025417353170690868,0.0007073430481028741,0.0005617069419083437,0.008425604128625155,1.0232680392557914,1.0374274530830385,1.0374274530830383
2002-02-08,2002-03-11,0.16345599992593418,0.052162529726272104,-0.01970450068208924,0.02305778589136484,0.0005942555093915876,0.0004468673032550529,0.006703009548825793,0.05357619091256217,-0.018392901012147543,0.024708684158193064,0.0007089034327765099,0.0005575662248039889,0.008363493372059834,1.0227074354645154,1.0373820670869287,1.0373820670869287
2002-02-11,2002-03-12,0.16385364210000877,0.052400902392742185,-0.019925716310390456,0.022959386874063,0.0005878908511953353,0.0004272214135493437,0.006408321203240155,0.053548252453643926,-0.018519960126602765,0.024910926961473477,0.0006839171389574963,0.0005318650752847352,0.007977976129271029,1.0231642027145427,1.0398547145767383,1.0398547145767383
2002-02-12,2002-03-13,0.16424901449801177,0.0525763823591333,-0.020010297669193475,0.023901328533032565,0.0005931396130598486,0.00041799959533697314,0.006269993930054597,0.053903984851170636,-0.01881246896359204,0.024872897474489244,0.0006750819954707417,0.0005150835148394008,0.007726252722591011,1.0227779691175012,1.041605575180372,1.041605575180372
2002-02-13,2002-03-14,0.16470480912519922,0.05211051881115908,-0.018827225527540938,0.024092973867882256,0.0006055418277860439,0.0004471821544989758,0.006707732317484637,0.054136845223685164,-0.018836571732720152,0.02535881111910837,0.0006686319544875692,0.0005075472360803617,0.007613208541205424,1.0230360754874888,1.0430330193246227,1.0430330193246224
2002-02-14,2002-03-15,0.16515430909218795,0.05191854640172395,-0.018810762894548326,0.023977970069360855,0.0006200293471401249,0.0004665718059726848,0.006998577089590272,0.05377146175068887,-0.0179477779667332,0.025086969527775265,0.0006972085790169839,0.0005448429510875305,0.008172644266312958,1.024933112301677,1.0404023163108376,1.0404023163108376
2002-02-15,2002-03-18,0.1655912020914479,0.05212180178785616,-0.019456312153948878,0.022722994477067805,0.0006377298821107081,0.00046247014200495135,0.00693705213007427,0.05358690683852879,-0.01787043811641005,0.024899493785537297,0.0006533058602226399,0.0005054612786573959,0.007581919179860938,1.0248114898439817,1.0429903791558968,1.0429903791558968
2002-02-18,2002-03-19,0.16603255583167578,0.0521324032621,-0.019489107687567224,0.022598954542388812,0.0006276838571332047,0.0004520849467344902,0.006781274201017352,0.05364081119975602,-0.017800400792337162,0.02432210196875789,0.0006502372197061582,0.0005030740023862238,0.007546110035793356,1.0242286291990002,1.0421991443126908,1.0421991443126908
2002-02-19,2002-03-20,0.16647046802113663,0.0525120012128421,-0.01976421693914996,0.022200837880610898,0.0006285104712712325,0.00045598953857216344,0.006839843078582451,0.05390597198266294,-0.018041994893315507,0.024048808104472207,0.0006646725915131511,0.0005134972849169158,0.007702459273753737,1.0239709223804496,1.0409221251353482,1.0409221251353482
2002-02-20,2002-03-21,0.16687109919251303,0.053188793839109405,-0.020203643004071,0.021273708374644325,0.0006575879599835049,0.00048112818074309236,0.0072169227111463854,0.05408354269358432,-0.017578811021104736,0.023600941985597937,0.0006777524163831106,0.000531792250534178,0.00797688375801267,1.023562228487211,1.0390673275692854,1.0390673275692854
2002-02-21,2002-03-22,0.16724609275073135,0.05338209378937427,-0.020441498188965603,0.021687026553580485,0.0006625167729535251,0.0004669393377544961,0.007004090066317442,0.05411668257205729,-0.017479411944063435,0.023896110887106355,0.0006630470928685604,0.0005205896229761804,0.0078088443446427055,1.0247857099613948,1.0406258087213847,1.0406258087213844
2002-02-22,2002-03-25,0.16761022714656382,0.05333098277159155,-0.020861862319532378,0.020702688934644817,0.0006594247688412478,0.000450959887669701,0.006764398315045515,0.05440593933187814,-0.017336463988414458,0.02325021957262546,0.0006704696312840251,0.0005274349154658733,0.007911523731988099,1.0235776630965525,1.0393437599272604,1.0393437599272606
2002-02-25,2002-03-26,0.16792595102122174,0.05356166044445299,-0.020884677811022358,0.021499080723650466,0.0006471447743749847,0.00044616062369708754,0.0066924093554563135,0.054258656746562266,-0.017229809563196564,0.022261831360223697,0.0006740393802366001,0.0005280194969810271,0.007920292454715407,1.022837952431555,1.038290737986234,1.038290737986234
2002-02-26,2002-03-27,0.16842233734689918,0.05345678929432392,-0.02065207249165217,0.02131841527406044,0.0006519852586430979,0.0004509634959221474,0.006764452438832211,0.054506558392350635,-0.017719973805648458,0.021566340592381463,0.0006800198850744921,0.0005280704918422368,0.007921057377633552,1.0211506401674382,1.0367469803263953,1.0367469803263953
2002-02-27,2002-03-28,0.16892526164298888,0.053210609058158324,-0.02022844412683907,0.021570845267782537,0.0006388055803379837,0.0004409848317108722,0.006614772475663083,0.05482645422770698,-0.017895537221288386,0.02162795779874394,0.0006997473845111369,0.0005457271739465844,0.008185907609198767,1.0205341833335397,1.0353029943318024,1.0353029943318026
2002-02-28,2002-03-29,0.16942837866894908,0.05307432327305918,-0.020252259302517735,0.021976464834004904,0.0006199655955551158,0.00043720343641001126,0.006558051546150169,0.054851574708365665,-0.01792828214443853,0.021539232745228648,0.000698944769714591,0.0005446884638661553,0.00817032695799233,1.020212938174948,1.0348489017649272,1.0348489017649274
2002-03-01,2002-04-01,0.16987222452083928,0.05297244416280689,-0.019921126526368342,0.023159220026860217,0.0005893654092505635,0.0004019237310117362,0.006028855965176043,0.05493709552813743,-0.017917557319357846,0.02111251143253704,0.0006897908287947251,0.0005346315570289565,0.008019473355434348,1.0193722167617718,1.034427252068652,1.034427252068652
2002-03-04,2002-04-02,0.17026974429387934,0.0531125871312916,-0.019638191077491558,0.022833232194620176,0.0005817271899420133,0.00040846984970271304,0.006127047745540695,0.05618218221705856,-0.01902789926708381,0.019135864454412597,0.000731624262008111,0.0005583882293909659,0.008375823440864488,1.0162684906359487,1.0253081801826982,1.0253081801826982
2002-03-05,2002-04-03,0.17064701894119694,0.053636215316987146,-0.01972956103577987,0.0232691654258437,0.0006272683195329789,0.0004593365116483251,0.0068900476747248765,0.055613482637082594,-0.018736921212434268,0.018695969383901213,0.0007106015326825427,0.0005379149622369905,0.008068724433554858,1.0158393492358047,1.0300531490347706,1.0300531490347706
2002-03-06,2002-04-04,0.1710172723070226,0.05402967510715461,-0.020291013597969865,0.02459401730765303,0.0006549303324618447,0.00048402234744730625,0.007260335211709594,0.05525970934922732,-0.018798380692709914,0.01773837201776776,0.0006714669714074054,0.0004950555027633576,0.007425832541450364,1.0145900333091515,1.0291878519545294,1.0291878519545294
2002-03-07,2002-04-05,0.17141507909243592,0.05382274213535632,-0.019383108810569816,0.025103981223776148,0.0006477684057569742,0.0004932268802778143,0.007398403204167216,0.05519707155908284,-0.01909727347206289,0.01841981079758831,0.0006383663262162579,0.00047201668111246283,0.007080250216686942,1.013557613193311,1.0222851357125664,1.0222851357125664
2002-03-08,2002-04-08,0.1718830788359969,0.05391942058141291,-0.01876015604028966,0.023701907062132186,0.000691258810953692,0.0005414421415580017,0.008121632123370026,0.055638009854592684,-0.019910215211063443,0.019254917124562843,0.0006596062889058031,0.00047993219032979644,0.007198982854946946,1.0131832764390898,1.0221032386201847,1.0221032386201847
2002-03-11,2002-04-09,0.17239602675660878,0.054083028813835456,-0.019046089853154716,0.02298137025548625,0.000693163468059196,0.0005374743235823325,0.008062114853734988,0.055731120086944995,-0.019873961238227777,0.019166096177466275,0.0006715754078796805,0.0004989973784527087,0.007484960676790629,1.0133834809361189,1.0206852876018067,1.0206852876018064
2002-03-12,2002-04-10,0.17292609317745358,0.05406739722200827,-0.019186882655555165,0.02314193886087666,0.0006684334119030018,0.0005114801787490334,0.0076722026812355015,0.05573149360216516,-0.019899325605441623,0.01965007502508539,0.0006645621856596111,0.0004968256375125444,0.007452384562688166,1.013143426690478,1.0203168326127736,1.0203168326127736
2002-03-13,2002-04-11,0.17346895369118898,0.0544295323951934,-0.01948676523906654,0.023062712052319315,0.0006600474549263442,0.0004945091761343589,0.007417637642015383,0.05541100352620185,-0.01956764315344704,0.01897502934532215,0.0006763333904573128,0.0005119934939215652,0.007679902408823477,1.0124859377549882,1.0185141632778973,1.0185141632778973
2002-03-14,2002-04-12,0.17394048156676672,0.05467272816030639,-0.01952349940055637,0.023531412766823915,0.0006535761255231964,0.0004866070648549603,0.0072991059728244045,0.05516088206205018,-0.019795563408020272,0.019858606758247722,0.000659851096315095,0.0004978890529560502,0.0074683357943407525,1.0131651015984986,1.0190909247968785,1.0190909247968785
2002-03-15,2002-04-15,0.17439675071181848,0.05429128295719475,-0.01862194045460841,0.02334986658079998,0.0006802478821776702,0.0005236848693488968,0.007855273040233451,0.055269829124770076,-0.020260267984684156,0.019100026805098196,0.0006588284105854478,0.0004893007793533263,0.007339511690299894,1.0116101050477706,1.0180693157434515,1.0180693157434515
2002-03-18,2002-04-16,0.17487479109030604,0.054107736852212394,-0.018542186474676186,0.02315541624513267,0.0006374888130129179,0.0004846269809952332,0.0072694047149284985,0.05559495142690555,-0.01976762668554584,0.019633377811635964,0.0006707786822079556,0.0005151397252893393,0.00772709587934009,1.0121873806387116,1.0172923162775418,1.0172923162775418
2002-03-19,2002-04-17,0.17530317478384805,0.054145215030767274,-0.0184525748572268,0.02261308557159266,0.0006348555402270657,0.0004827042942143182,0.007240564413214773,0.056010651817745866,-0.02067789207904744,0.019716100045741914,0.0006677845770076467,0.0005104372029345277,0.007656558044017915,1.0111968871015513,1.016854122956489,1.016854122956489
2002-03-20,2002-04-18,0.17569722001256532,0.05439695456536871,-0.018680030271802844,0.022359960822114472,0.0006491127599287398,0.000493309991705813,0.007399649875587194,0.05605274912076183,-0.020878811468735645,0.020814438658672503,0.0006791228590453503,0.000511405125275799,0.007671076879136984,1.012610827304633,1.017617629611151,1.017617629611151
2002-03-21,2002-04-19,0.17611457129376673,0.054561241148851435,-0.018202745937348132,0.02196332522096607,0.0006621506709805078,0.0005117976828106145,0.007676965242159217,0.055953478213269126,-0.02075079408050284,0.020488815848393516,0.0006853285246055041,0.0005100222015999629,0.0076503330239994435,1.012286832238319,1.0172182260182017,1.0172182260182017
2002-03-22,2002-04-22,0.17654346236950053,0.05460201757605321,-0.01811321900167212,0.022249054037588777,0.0006470104787990636,0.000500265915579999,0.007503988733699986,0.055637273776353954,-0.02084078093830886,0.020215665176333077,0.0006716975675034189,0.0004973787194255101,0.007460680791382651,1.0117145320998795,1.0169066061504497,1.0169066061504497
