REFERENCE_DATE,FORECAST_DATE,RET_ZERO_1Y,FUTURE_RET_1Y,ZERO_1Y_PRED,RET_ZERO_2Y,FUTURE_RET_2Y,ZERO_2Y_PRED,RET_ZERO_3Y,FUTURE_RET_3Y,ZERO_3Y_PRED,RET_ZERO_4Y,FUTURE_RET_4Y,ZERO_4Y_PRED,RET_ZERO_5Y,FUTURE_RET_5Y,ZERO_5Y_PRED,RET_ZERO_6Y,FUTURE_RET_6Y,ZERO_6Y_PRED,RET_ZERO_7Y,FUTURE_RET_7Y,ZERO_7Y_PRED,RET_ZERO_8Y,FUTURE_RET_8Y,ZERO_8Y_PRED,RET_ZERO_9Y,FUTURE_RET_9Y,ZERO_9Y_PRED,RET_ZERO_10Y,FUTURE_RET_10Y,ZERO_10Y_PRED,RET_ZERO_12Y,FUTURE_RET_12Y,ZERO_12Y_PRED,RET_ZERO_15Y,FUTURE_RET_15Y,ZERO_15Y_PRED,RET_ZERO_20Y,FUTURE_RET_20Y,ZERO_20Y_PRED,RET_ZERO_25Y,FUTURE_RET_25Y,ZERO_25Y_PRED,RET_ZERO_30Y,FUTURE_RET_30Y,ZERO_30Y_PRED
1999-11-08,1999-12-07,0.0001820000000000016,0.0018719999999999987,,-0.000678999999999999,0.001572999999999998,,-0.0014329999999999968,0.0012659999999999963,,-0.0017759999999999998,0.000897000000000002,,-0.0020960000000000006,0.000673,,-0.002457000000000001,0.0005080000000000015,,-0.002687000000000002,0.00042400000000000077,,-0.0028699999999999976,0.0004819999999999963,,-0.0029960000000000056,0.0005900000000000002,,-0.002817,0.0008529999999999996,,-0.0024969999999999992,0.0014810000000000031,,-0.002009000000000004,0.002455000000000006,,-0.003974000000000005,-0.00022099999999999898,,-0.004109999999999996,1.4000000000000123e-05,,-0.005037,0.0042200000000000015,
1999-11-09,1999-12-08,-8.299999999999974e-05,0.002347000000000002,,-0.0010560000000000014,0.002123,,-0.0018709999999999977,0.0018729999999999997,,-0.0022059999999999996,0.0015200000000000005,,-0.0024180000000000035,0.0012270000000000059,,-0.0026149999999999993,0.0009650000000000006,,-0.0026630000000000056,0.000788000000000004,,-0.0027490000000000014,0.0007700000000000068,,-0.002807999999999998,0.0008019999999999972,,-0.0026400000000000035,0.0009750000000000036,,-0.002345,0.0014119999999999966,,-0.0018899999999999958,0.0020820000000000005,,-0.0036720000000000017,-0.00011399999999999605,,-0.003595000000000001,-0.0003549999999999942,,-0.0044490000000000016,0.003820999999999998,
1999-11-10,1999-12-09,-0.00032799999999999496,0.0015280000000000016,,-0.0013269999999999949,0.0012570000000000012,,-0.0021699999999999983,0.0009349999999999983,,-0.002569999999999996,0.000557999999999996,,-0.002811000000000001,0.0002679999999999974,,-0.003034999999999996,7.800000000000168e-05,,-0.0031009999999999996,8.000000000001062e-06,,-0.0031889999999999974,6.0999999999998555e-05,,-0.003264000000000003,0.0001480000000000023,,-0.003154000000000004,0.0003620000000000012,,-0.0029980000000000007,0.0008840000000000028,,-0.0027609999999999996,0.001693,,-0.004056000000000004,-0.0008429999999999965,,-0.003911999999999999,-0.0011339999999999961,,-0.004847999999999998,0.002711999999999999,
1999-11-11,1999-12-10,-0.0006639999999999979,0.001454999999999998,,-0.001694000000000001,0.0010920000000000027,,-0.002572999999999999,0.000681000000000001,,-0.0029959999999999987,0.00023300000000000404,,-0.0031999999999999945,-0.00014300000000000423,,-0.003273999999999999,-0.0003990000000000035,,-0.0033290000000000056,-0.0005140000000000006,,-0.0033450000000000008,-0.00048000000000000126,,-0.003377999999999999,-0.00039400000000000546,,-0.0032900000000000013,-0.00016799999999999454,,-0.0032079999999999956,0.00038699999999999846,,-0.0030760000000000023,0.001239999999999998,,-0.0038820000000000035,-0.0016009999999999983,,-0.003494999999999998,-0.0017640000000000017,,-0.003459999999999998,0.0015900000000000011,
1999-11-12,1999-12-13,-0.0018760000000000027,0.0022140000000000007,,-0.0034119999999999984,0.0020519999999999983,,-0.004681999999999999,0.0017880000000000049,,-0.005328000000000006,0.001457,,-0.005618000000000005,0.0011910000000000046,,-0.005718999999999995,0.0010529999999999984,,-0.005771999999999999,0.0010459999999999983,,-0.005703,0.0010710000000000025,,-0.005639999999999999,0.001125000000000001,,-0.005426,0.0012759999999999994,,-0.005091999999999999,0.001687999999999995,,-0.004575000000000003,0.0023200000000000026,,-0.006022,-9.499999999999786e-05,,-0.005418000000000006,-0.00036699999999999927,,-0.005051999999999994,0.0022000000000000006,
1999-11-15,1999-12-14,-0.0011779999999999985,0.0021899999999999975,,-0.0024369999999999947,0.002114999999999999,,-0.003470999999999995,0.0018479999999999955,,-0.004020999999999997,0.0015070000000000014,,-0.004367000000000003,0.0012549999999999992,,-0.004598999999999999,0.0011769999999999975,,-0.004789000000000002,0.0012560000000000002,,-0.004805999999999998,0.001361000000000001,,-0.004799999999999999,0.0014729999999999951,,-0.004594000000000001,0.0016329999999999956,,-0.004250999999999998,0.002023999999999998,,-0.003726,0.0026359999999999995,,-0.0052229999999999985,0.0003259999999999999,,-0.004371,0.00015199999999999936,,-0.003567999999999995,0.001902999999999995,
1999-11-16,1999-12-15,-0.0011940000000000006,0.0022919999999999954,,-0.002585999999999998,0.0022830000000000003,,-0.003724000000000005,0.002041000000000001,,-0.004392,0.0017179999999999973,,-0.004862999999999999,0.0014960000000000043,,-0.005201000000000004,0.001461000000000004,,-0.005470999999999997,0.001580999999999999,,-0.005511000000000002,0.001688000000000002,,-0.005498000000000003,0.0017790000000000028,,-0.0052250000000000005,0.0018620000000000025,,-0.004704999999999994,0.0020529999999999993,,-0.003914000000000001,0.002363000000000004,,-0.006279,0.0009160000000000001,,-0.005655,0.0007069999999999993,,-0.0044440000000000035,0.002475999999999999,
1999-11-17,1999-12-16,-0.0006979999999999972,0.002241999999999994,,-0.0017629999999999937,0.002373,,-0.0026470000000000035,0.002243000000000002,,-0.003149000000000006,0.0019860000000000017,,-0.0035349999999999965,0.0018049999999999941,,-0.003842000000000005,0.001795000000000005,,-0.004114999999999994,0.0019599999999999965,,-0.004200999999999996,0.0021009999999999987,,-0.004233000000000001,0.0022059999999999996,,-0.0039990000000000026,0.002252999999999998,,-0.0035530000000000006,0.002363999999999998,,-0.0028750000000000026,0.0025500000000000037,,-0.004949000000000002,0.0013740000000000002,,-0.0038979999999999987,0.0011590000000000072,,-0.0023199999999999957,0.003013999999999996,
1999-11-18,1999-12-17,-0.0010599999999999984,0.002120000000000004,,-0.0020879999999999996,0.002255,,-0.0028590000000000004,0.002153000000000002,,-0.0035099999999999992,0.001917000000000002,,-0.0038619999999999974,0.0017630000000000007,,-0.0041049999999999975,0.0017539999999999986,,-0.0043169999999999945,0.001915999999999994,,-0.004382999999999998,0.0020540000000000003,,-0.004411999999999999,0.002146000000000002,,-0.0042120000000000005,0.002147999999999997,,-0.003828999999999999,0.002146000000000002,,-0.003251000000000004,0.002163000000000005,,-0.005512000000000003,0.0018540000000000015,,-0.004608000000000001,0.001566999999999999,,-0.0026730000000000018,0.003029000000000004,
1999-11-19,1999-12-20,-0.00011499999999999705,0.0017210000000000003,,-0.0009819999999999968,0.0018219999999999972,,-0.0016490000000000046,0.0017479999999999996,,-0.002244999999999997,0.0015599999999999989,,-0.0026170000000000013,0.00145,,-0.0028950000000000017,0.001453000000000003,,-0.003136,0.0016240000000000004,,-0.00324,0.0017870000000000039,,-0.0032969999999999944,0.001901,,-0.0031240000000000018,0.0019269999999999982,,-0.002784999999999996,0.0019640000000000005,,-0.0022789999999999963,0.002045999999999999,,-0.004569000000000004,0.001795000000000005,,-0.003154000000000004,0.0011319999999999941,,-0.0015849999999999961,0.003048000000000002,
