REFERENCE_DATE,FORECAST_DATE,EIGENVAL_1,EIGENVAL_2,EIGENVAL_3,EIGENVAL_4,L_1Y_PC1,L_1Y_PC2,L_1Y_PC3,L_1Y_PC4,L_2Y_PC1,L_2Y_PC2,L_2Y_PC3,L_2Y_PC4,L_3Y_PC1,L_3Y_PC2,L_3Y_PC3,L_3Y_PC4,L_4Y_PC1,L_4Y_PC2,L_4Y_PC3,L_4Y_PC4,L_5Y_PC1,L_5Y_PC2,L_5Y_PC3,L_5Y_PC4,L_6Y_PC1,L_6Y_PC2,L_6Y_PC3,L_6Y_PC4,L_7Y_PC1,L_7Y_PC2,L_7Y_PC3,L_7Y_PC4,L_8Y_PC1,L_8Y_PC2,L_8Y_PC3,L_8Y_PC4,L_9Y_PC1,L_9Y_PC2,L_9Y_PC3,L_9Y_PC4,L_10Y_PC1,L_10Y_PC2,L_10Y_PC3,L_10Y_PC4,L_12Y_PC1,L_12Y_PC2,L_12Y_PC3,L_12Y_PC4,L_15Y_PC1,L_15Y_PC2,L_15Y_PC3,L_15Y_PC4,L_20Y_PC1,L_20Y_PC2,L_20Y_PC3,L_20Y_PC4,L_25Y_PC1,L_25Y_PC2,L_25Y_PC3,L_25Y_PC4,L_30Y_PC1,L_30Y_PC2,L_30Y_PC3,L_30Y_PC4,LAG22_PC1,LAG22_PC2,LAG22_PC3,LAG22_PC4,RMSE_LAG22,LAG43_PC1,LAG43_PC2,LAG43_PC3,LAG43_PC4,RMSE_LAG43,LAG64_PC1,LAG64_PC2,LAG64_PC3,LAG64_PC4,RMSE_LAG64,LAG85_PC1,LAG85_PC2,LAG85_PC3,LAG85_PC4,RMSE_LAG85,LAG106_PC1,LAG106_PC2,LAG106_PC3,LAG106_PC4,RMSE_LAG106,LAG127_PC1,LAG127_PC2,LAG127_PC3,LAG127_PC4,RMSE_LAG127,LAG148_PC1,LAG148_PC2,LAG148_PC3,LAG148_PC4,RMSE_LAG148,LAG169_PC1,LAG169_PC2,LAG169_PC3,LAG169_PC4,RMSE_LAG169,LAG190_PC1,LAG190_PC2,LAG190_PC3,LAG190_PC4,RMSE_LAG190,LAG211_PC1,LAG211_PC2,LAG211_PC3,LAG211_PC4,RMSE_LAG211,CURRENT_PC1,CURRENT_PC2,CURRENT_PC3,CURRENT_PC4,RMSE_CURRENT,FUTURE_PC1,FUTURE_PC2,FUTURE_PC3,FUTURE_PC4,RMSE_FUTURE,FUTURE_PC1_DIRECTION_DIFF,FUTURE_PC2_DIRECTION_DIFF,FUTURE_PC3_DIRECTION_DIFF,FUTURE_PC4_DIRECTION_DIFF,VAR_PC1,VAR_PC2,VAR_PC3,VAR_PC4,LSTM_PC1,LSTM_PC2,LSTM_PC3,LSTM_PC4
2001-11-28,2001-12-27,2.333603570563086e-06,3.371634667374736e-07,1.348702560202349e-07,5.7254822424035124e-08,0.1852896360364352,-0.3604013045151662,-0.1785008648379284,0.3571141132334118,0.2331139971127501,-0.3362069652712194,-0.1464662943254137,0.2201118917740119,0.2666885438984859,-0.2929789564029278,-0.1081871430030564,0.0990025485559251,0.2860955860712983,-0.2417120262515369,-0.0692985950543764,0.0035908447039987,0.2901762818397306,-0.1816937177251231,-0.034956116453997,-0.0708631123595651,0.2870855840483463,-0.1177996292418369,-0.006982488825239,-0.1263834734305302,0.2817565358350286,-0.0526574407353588,0.0267803648919394,-0.1749540782888554,0.2764070325967714,0.0057525762029217,0.0560367537545158,-0.1948322014807844,0.2693764907906572,0.050747361564459,0.1070728796819417,-0.1794008536186611,0.2599812790058784,0.0798682120468987,0.1733580787269564,-0.1131679581877541,0.2414191960730183,0.1362040280186367,0.3591604297713259,0.0773771759295027,0.2233281693778649,0.2177911811285957,0.6579719591058381,0.4676131527942949,0.2636401003738217,0.1711519955707395,-0.1007876687058619,-0.3379687065509942,0.2510300886620097,0.4358675561565073,-0.2223728154434352,-0.2562074306618626,0.2347536675172516,0.5185622931185275,-0.5118608797616827,0.5245349863973611,-0.012307257430902,-0.0025762638295291,-1.92009255510512e-05,-0.0008877475364791,0.0004096545574097,-0.0012284036346359,0.0071690334518661,0.0016591358213232,-0.0016486348379846,0.0004244787685168,-0.0059506555754412,0.0011812711084998,0.0006242392123922,-0.0008889465545073,0.000153480773961,-0.0078533087734937,-0.0001549948298674,-2.529765869424029e-05,-0.0002924753269846,0.0001137002264584,0.0018377041272447,0.0006256435493461,0.0022751356147413,0.0012134425644848,0.0002854605363386,0.0015236113183308,0.0049066114181181,0.0011230920799093,-0.0019455173980716,0.0003314037996253,0.0078970378980052,-0.0030678357536462,-5.6014512501229615e-05,0.0007006593031372,0.0002450374313495,-0.0007766301629076,0.0035673040090462,0.0013145225094387,-0.000430376028878,0.0002291454767974,-4.2306613317014726e-05,0.0016268028786716,-0.001292214023768,0.000399291724726,0.0002364324540269,0.0030389750727765,-0.002707192911468,0.0006914800573546,0.0006543186875623,0.0001815724708442,0.0101753261966937,-0.0039735929802434,0.000128825180478,-0.0008398598555965,0.0003933654038396,0.0076868788263819,-0.0003430708401962,0.0020101491624964,-0.0007222141580576,0.0005871329980815,-0.0024884473703117,0.0036305221400472,0.0018813239820184,0.0001176456975389,,,,,,,,
2001-11-29,2001-12-28,2.341817039820422e-06,3.380436377499522e-07,1.325800276667965e-07,5.7273907098986594e-08,0.1858485265330405,-0.360065741271839,-0.1763175477719999,0.3572925290454605,0.2336400863778248,-0.3359178851643815,-0.1466808228818539,0.2196917217180017,0.267133159547729,-0.2926562003219941,-0.1093487974668446,0.0983033157116941,0.2864318262049778,-0.2413192803328699,-0.0708156534278531,0.0027442699925857,0.2904193163784186,-0.1812824454965338,-0.0360542965999366,-0.0715522229133677,0.2872483957377495,-0.1174135539709734,-0.0075682472552446,-0.1268258032059471,0.2818266208978862,-0.0522789767546253,0.0267903342344709,-0.1751155670061198,0.2763707688142513,0.0061589402009995,0.0561439073920077,-0.1949153459077466,0.269237129997974,0.051186798018319,0.1072136748720886,-0.1793861786599153,0.2597500150253422,0.0803262503440543,0.1730991705527659,-0.1131388450066346,0.2409997186862917,0.1366884690249167,0.3588612423952616,0.0777421874388824,0.2232156403066997,0.2169618966188141,0.6577320710749569,0.4704399594805984,0.2634309225674667,0.1716860599531199,-0.0973964808749078,-0.3371299538950021,0.2503699385807505,0.4367042612007606,-0.2188550184520534,-0.255685022642535,0.2342253335554904,0.5188386899778376,-0.5147457956359819,0.522662152077029,-0.0137834628109247,-0.0017795062508172,4.950498076436438e-05,-0.0010123983395905,0.0003620527863934,-0.0029218643887173,0.0066683892105737,0.0015591853969666,-0.0018752707695242,0.0005402202186209,-0.0056140526787868,0.0019303636986634,0.0007227302438195,-0.000792985616853,9.989671893900472e-05,-0.0070368923620229,-9.171270305954556e-05,-6.531739215639065e-05,-0.0002685282188198,0.0001233098804855,0.0037010253319441,0.000339479217044,0.0022359211746304,0.0011757725516018,0.0003102252688226,-0.0003779283232854,0.0044562691044973,0.0009080014384975,-0.0018819637180782,0.0003096619449534,0.0094828408793281,-0.0027618575239032,8.607782668384751e-05,0.0006649639916448,0.0002653478688528,-0.0010122180725378,0.0041712075280911,0.0014913291559043,-0.0001931544400008,0.0001788798558214,-0.0008068895251312,0.0011260050134245,-0.0010962283280999,0.0002442690871529,0.0001647895768768,0.0003086197842288,-0.0017432625123219,0.000870315958959,0.000457650520383,0.0001649039669402,0.009065500544114,-0.0024618374438942,-0.0001903891871557,-0.0007789692871541,0.0004291545247416,0.0095039420855938,-0.0001747652497475,0.0020793072879344,-0.0007024252913241,0.0005934422102507,0.0004384415414798,0.0022870721941467,0.0022696964750902,7.654399583000005e-05,,,,,,,,
2001-11-30,2001-12-31,2.345826323871881e-06,3.374343814629876e-07,1.325635931897484e-07,5.71981025812059e-08,0.1861151242973962,-0.3600958788791036,-0.176912052397693,0.3584898378806291,0.2337769441074817,-0.3359812646670759,-0.1471075015485899,0.2198057710075726,0.2671741868253101,-0.2926418658164743,-0.109568162266716,0.0978617813493267,0.2864225974848494,-0.2412120787074001,-0.0708657082409112,0.0020888513784771,0.2903906544370994,-0.181121466540835,-0.0359933310801673,-0.0722112103792675,0.2871992190791631,-0.1172846563604429,-0.0074543992412911,-0.127581451355824,0.2817602658042336,-0.0521885509302084,0.0269491848790758,-0.1758724222030376,0.2763024507988642,0.0062060562620058,0.0563190984789742,-0.1956290813604033,0.2691879792199594,0.0511976639476512,0.1073794845231351,-0.1798308340709986,0.2597363765303861,0.0802480661278329,0.1731909618960455,-0.1132569354478949,0.2410438008191673,0.1363960573175699,0.3587914031118684,0.0783811011605052,0.2231187503456177,0.2162834352886223,0.657558643656333,0.4717181659500554,0.2633595686828367,0.1722658027318632,-0.096812587846241,-0.336409681843404,0.2504891075850046,0.4373213848711652,-0.2183658956967655,-0.2532255800835081,0.2341692455764359,0.518587813993568,-0.5148676967980632,0.5213187889923215,-0.0122252760888777,-0.002834245899693,0.0005273534630856,-0.001151767533821,0.0003864022605001,-0.0049246138967704,0.0058368751469724,0.0013594283252155,-0.0019150577849463,0.0006063642906872,-0.005255721291652,0.0018327989233552,0.0007530991648553,-0.0006797328987503,0.000111764826093,-0.0074887195780549,0.0008525520345191,0.0001265873610388,-0.0005076160828131,0.0001105032917122,0.0027778530067259,-0.0006658316479378,0.0022164877210321,0.0014235436995984,0.0002941577136475,0.000606515843849,0.0050200945427708,0.001039411044988,-0.0019838939706753,0.0002940193537255,0.0089934031637816,-0.0032280482683345,-0.0001824683908652,0.0006761671666644,0.0002351948355504,-0.000861531305628,0.0050323002830753,0.0013651981247844,-0.0003304162409527,0.0001590691376272,-0.0020659021214169,0.0010438379353602,-0.0008581716096186,0.0002506585989619,0.0001539440471163,9.939744061149109e-06,-0.0019099640992976,0.001163050254694,0.000164891814035,0.0001651423901975,0.0113625058643048,0.0003206539440167,-9.935521449648715e-05,-0.0003722982233537,0.0002815728568908,0.0115651856386519,-0.0006054888025618,0.0018839483594899,-0.0006032659153726,0.0005445814458594,0.0002026797743471,-0.0009261427465785,0.0019833035739864,-0.0002309676920188,,,,,,,,
2001-12-03,2002-01-02,2.3514353551222663e-06,3.3640812290657174e-07,1.32222664073377e-07,5.71745779882097e-08,0.1864763827324517,-0.3591960788411241,-0.1777289897824574,0.3583324038107542,0.2341160669530777,-0.3353638435856294,-0.1481339800537073,0.2193326742919784,0.2675056612233928,-0.2922958407193954,-0.1106713834683462,0.0973126770214156,0.2867403042983151,-0.2411260081697538,-0.0719889697689126,0.0015469237284169,0.2906464419585642,-0.1811341929364357,-0.0368958245480698,-0.0726926769667289,0.2873554104241044,-0.1171755672844494,-0.0078529004376516,-0.1279289288914533,0.2817993072200197,-0.0519186358147009,0.0271347281190592,-0.176041543156439,0.2762266051248401,0.0066342953435225,0.0570195588638452,-0.1956670455584507,0.2690151624110383,0.0515425148450584,0.1082908055956109,-0.1797648613564038,0.2594870943516807,0.0802890015116685,0.1739898511544052,-0.113138538533357,0.2406222455509693,0.1357401531480778,0.3594099260961385,0.078804957880309,0.2228620369989924,0.2138792832601718,0.6570944036820325,0.4738430070369202,0.2631444434025446,0.1732307005904148,-0.0953632689043784,-0.3365405018202027,0.2502877897762833,0.4387103484435324,-0.2159480345157786,-0.2519162338996895,0.2339192890591799,0.5195219475256365,-0.5147349278068902,0.5201136541822433,-0.0148668565279082,-0.0058096499746692,0.0006716955097744,-0.0015955285748923,0.0004861139687542,-0.0106482412397981,0.0071256653915225,0.0014896297326572,-0.0022511648638209,0.0006177015591476,-0.0009364487335186,0.0010387720999817,0.000687600095208,-0.0005466158346985,0.0001498495984017,-0.0064270738831503,0.0009767414507912,-7.856026138200012e-05,-0.0002440978126473,7.413590314403995e-05,-3.187591337727673e-05,-0.000754921585221,0.0024935224430806,0.0014037253574272,0.0002856789892032,0.0028842690787072,0.004458231302507,0.0006366857299088,-0.0018921325918436,0.0002770623360874,0.006619669333385,-0.0022276926100768,-7.331103060783149e-05,0.0004981172767844,0.0001794449261863,0.0009385872335869,0.0047277325291209,0.001583798158735,-0.0004980921768616,0.0002233599059478,-0.0013817843637877,0.0008067855884592,-0.0011407038491874,0.000282091148422,0.0001741764045782,-0.0002370212825542,-0.0019888321306914,0.0014910426695708,0.000155256279154,0.000165845894904,0.0079687422536012,-0.0012364104378717,-0.0003136150823489,-0.0002794776332796,0.0003052017865186,0.0137475536160875,0.0001112747826271,0.0017103455789148,-0.0004912221743455,0.0005384880853937,0.0057788113624863,0.0013476852204989,0.0020239606612638,-0.0002117445410658,,,,,,,,
2001-12-04,2002-01-03,2.3540161312374725e-06,3.365509930206547e-07,1.3222665525894274e-07,5.713686081076748e-08,0.1864536800167582,-0.3594281635976073,-0.1777097985637669,0.3573183621192188,0.2339810852065453,-0.3355187677882646,-0.1481478360568099,0.2190613081261739,0.2673125278565042,-0.2924164881757952,-0.1106986324778979,0.0974942848139149,0.2865269927926545,-0.2412348526508821,-0.0720182654883048,0.0019727223911768,0.2904795620780273,-0.1812320479910222,-0.0369244556181391,-0.0722760764490143,0.2872376337283199,-0.117303959873335,-0.0078626637164513,-0.1276781253562235,0.2817255055548574,-0.0520896127911063,0.0271488165240593,-0.175994496579543,0.2761759203624279,0.0064174284727679,0.057058824190858,-0.1957569901530758,0.2689855688787494,0.0512745739437298,0.1083542147286474,-0.1799975411088131,0.259466988832043,0.0799822520704047,0.1740703017054612,-0.1134332225254238,0.2406236287537005,0.1353593960644035,0.3595201676066595,0.0784428685130494,0.2231076434508941,0.2137664322452592,0.6570912561853592,0.4739619778024002,0.2632532157368345,0.1731086941124084,-0.0953366138302743,-0.336809363096445,0.2506732259305573,0.4386660099035548,-0.215919557885556,-0.2523289163849259,0.2343405865599478,0.5193631919524744,-0.5146236709858883,0.5204194724585101,-0.0137282429967743,-0.0048310773593292,0.0006751838138788,-0.0016222648444706,0.0004262390066276,-0.0110290926093265,0.0075468814413255,0.0018245765012624,-0.0024568182044113,0.000674112286739,6.526503921578897e-05,0.0011083908600225,0.0005999435644188,-0.000503505439555,0.000153419287776,-0.0075294892393957,0.0008895161592479,-0.0002903354328976,-0.0001302079172376,9.109666329520184e-05,0.0011805147107461,-0.0002643446465553,0.0025708853314998,0.0012581836191244,0.0003016507382603,0.0037087356014281,0.001198055305017,-6.949023146289568e-05,-0.0012167282342225,0.000189488827568,0.0023551478148236,0.0018760422909092,0.0012615597570055,-0.0004917614666933,0.0001629639494757,0.0032252764632074,0.0026034557155792,0.0009366576623686,-0.0003512352897912,0.0002194920298672,-0.0002940590414894,0.0013267602570006,-0.0006528223704948,0.0005840964052324,0.0001923354435247,-0.0028668585882618,-0.0013756915165877,0.0011257078986412,5.893519360339653e-06,0.000149554600835,0.0083578472403998,-0.0023675597524095,-0.00012402331169,-0.0001825210853774,0.0002862727832518,0.0128233690975841,0.000242523803115,0.0016471372503765,-0.0005494939477675,0.0005215289363551,0.0044655218571842,0.0026100835555245,0.0017711605620666,-0.0003669728623901,,,,,,,,
2001-12-05,2002-01-04,2.351453081680209e-06,3.366023947060406e-07,1.3031175463873732e-07,5.5585419685983584e-08,0.186477351028752,-0.360421108129238,-0.1729266794408425,0.3783287911306571,0.2340152848566791,-0.3364924654396241,-0.1437423181459919,0.2293681927180033,0.267352185465862,-0.2932509792847299,-0.1069349751189475,0.0989446498410295,0.2865525150344631,-0.2418615286144891,-0.0691645752483683,-0.0028264484191197,0.2904599046027057,-0.1815946991701425,-0.035567369724193,-0.0795958831956265,0.2871642968397156,-0.1173898645997468,-0.0081883720326207,-0.1353562771858877,0.2815944465138917,-0.0518927083380641,0.0251583294553951,-0.1832479188588238,0.2760051326645452,0.0068087233939341,0.0540195463141193,-0.2025585618068002,0.2687851909647184,0.0518225366439177,0.105237928739252,-0.1867974144324896,0.2592609209617215,0.080635387263107,0.1721006598477558,-0.1205321547343701,0.2404065527337591,0.1362774841856588,0.3612797323807179,0.0691365506129416,0.2228800095539083,0.2150247308180615,0.6657393361307568,0.4653600421245972,0.2630603779639759,0.1735071015526471,-0.1050864223743251,-0.3271295479632569,0.250591770671843,0.4391680361870919,-0.2296207981744895,-0.2211749540685796,0.2358801447260012,0.5156665354969705,-0.5001380883316153,0.5181695871499028,-0.0138021256756961,-0.0040790115364261,0.0006422337659931,-0.0017957834624025,0.0003879857612483,-0.0100060151234795,0.0069945397329745,0.0013375008176761,-0.0022187544153513,0.0005829668189306,-0.0021004489075661,0.001613560738584,0.0009066855183921,-0.0008686684563798,0.0001381447581905,-0.0065464340948849,0.0003318165558784,-0.0003154569719616,3.6365962864224016e-05,0.0001058876228707,0.0009604744678475,0.0003558461738718,0.0023483891185436,0.0010758574316514,0.0002766290695522,0.0005243604332981,9.72152326324971e-06,-0.0003145796646571,-0.001304454346508,0.0001986442583174,0.0045360579909072,0.0041052739046924,0.0018569469914166,-0.0005505305994261,0.0001743416188105,0.0049932387857402,0.0007594975568295,0.0005563849984601,-0.0004095977851151,0.0002490676317343,-0.0011085755247687,0.0014944357692431,-0.0003825070918725,0.0007804831884493,0.0001734837849686,-0.0029928602646789,-0.0009107751650704,0.0007470452418217,-5.690261054637578e-06,7.136902334459815e-05,0.0144547296987563,-0.0036171649443987,-0.0001938253251692,0.0003587148179491,0.000212579165428,0.0080047959776157,0.0003865876040185,0.0014410602890755,-0.0008057434119951,0.000538176004571,-0.0064499337211405,0.0040037525484173,0.0016348856142447,-0.0011644582299443,,,,,,,,
2001-12-06,2002-01-07,2.4054986011204765e-06,3.3650386384353175e-07,1.2983711842155613e-07,5.568854491557314e-08,0.1882194928272112,-0.3612681756423643,-0.1709166591963378,0.3802395782353523,0.2352470989406475,-0.3368003740873994,-0.1422814748436256,0.2298741182256536,0.2680115880332316,-0.2929913448025099,-0.106135648126168,0.0982022886345059,0.286717876394168,-0.2411392526778375,-0.0689446559858772,-0.0044912459176211,0.2903638489209669,-0.1806174323241998,-0.0358124391659164,-0.0813729265970936,0.2869854614924951,-0.1163747994639989,-0.0086355204079317,-0.1368395772449772,0.2813948700176311,-0.0508784570998465,0.0245523222590988,-0.1842512591067147,0.2757823045263889,0.007795586118289,0.0533531847273289,-0.2032546583068551,0.2685752002441668,0.0528268384632006,0.104555205949838,-0.1873088048939302,0.2590826059521016,0.0816828255028102,0.1714978740108472,-0.1211059150799573,0.2403098036935964,0.1374370650997833,0.3611097826798201,0.0679481063761517,0.2232730390614656,0.2161252277730442,0.6666208991282714,0.4638136754487039,0.262600055946369,0.1741107540581298,-0.1063097755801737,-0.3253587089702746,0.249506593729858,0.4393678750062109,-0.2309631274506711,-0.2186281227259,0.2349801788483012,0.5146096603722661,-0.4999461065594117,0.5188028904507801,-0.0140937686611716,-0.0040239156431917,0.0009312035723987,-0.0021983803392656,0.000462878717919,-0.0071970948318982,0.0068956390250494,0.001099892815737,-0.0018643101360755,0.00051723295379,-0.0015534664269001,0.0019783443681128,0.0008673965791674,-0.0006557852337547,0.0001100237923625,-0.0076635576108854,0.0001969503025731,0.0001210206767973,-0.0003812773379686,0.0001195231944839,-0.0016336088572525,0.0010363118557989,0.0020420009215195,0.0010215105188162,0.0002691415161208,-0.0011402544370463,-0.000529285050481,-0.0003939297059445,-0.0012297193599913,0.0001400792243863,0.0071475362564801,0.0044081068803915,0.0019959216622394,-0.0005378764187195,0.0001781796602185,0.0052389393845562,-4.413945402018837e-05,0.0005508566672767,-0.000545873090309,0.0002617565452778,-0.0024992675582693,0.0023776948310808,-0.0002406774662372,0.0007952129049688,0.0002044506061702,-0.0027471709645775,-0.0017722151924337,0.0003900579505411,9.055964646025136e-05,5.024324083319684e-05,0.0186832411498585,-0.0052517578191289,-4.434940233190537e-05,0.0004979010326327,0.0002201729074561,0.0017465312162444,0.0011334239426932,0.0007752911452739,-0.0005620689697243,0.0003634489409482,-0.0169367099336141,0.0063851817618222,0.0008196405476058,-0.0010599700023571,,,,,,,,
2001-12-07,2002-01-08,2.407268595457088e-06,3.38712447095153e-07,1.2936961390360982e-07,5.46852071950909e-08,0.188856469863434,-0.3611424567979595,-0.1684794823554775,0.3870563213911113,0.2358441853926975,-0.3366734698211008,-0.1403833236666759,0.2324295478545234,0.2685066459631849,-0.2927187036400582,-0.1048096241595716,0.0972251990318917,0.287092326188409,-0.2407329523247967,-0.0681865667457596,-0.0077674495789236,0.2906300288019416,-0.1802537059027018,-0.0356474202200497,-0.0852977645612842,0.2871191588624101,-0.1160207904344471,-0.0091579965957428,-0.1401167069002004,0.2813935441808139,-0.050537822574497,0.0233559007260873,-0.1865953153101802,0.2756711533958247,0.0080977483438222,0.0517312670503592,-0.2046224046926655,0.2684382378505985,0.0529032825613061,0.1030910896460187,-0.1886972981743742,0.2589878119651012,0.0814317587593671,0.1707964051491216,-0.1232149547582231,0.2403022590617833,0.1365371378739386,0.3624199860705626,0.0638591041347258,0.2228508806133734,0.2168715613696152,0.6703469178576718,0.4591889687716916,0.2616027226698163,0.1768490801518388,-0.1123389141228411,-0.3135751277161918,0.2486654060130599,0.441255470732405,-0.2332188525748962,-0.2158454138134878,0.2351613512738624,0.5127680753375629,-0.4941386500948349,0.5219335238730389,-0.0173551428946947,-0.0034379079202841,0.0010010994774666,-0.0024884809437392,0.0004893378291281,-0.0069601548223723,0.0062585764903152,0.0010233739855238,-0.0017666009188406,0.0004936128066129,0.0010090644373997,0.0022955714679637,0.0009202701603462,-0.0005454877038085,0.0001111286322589,-0.0095518732549514,0.0003788789149425,-6.105431546076672e-05,-0.0004394721291587,0.0001513428133766,-0.0018699948357499,0.0012674580979297,0.0023069711380404,0.0005599033472057,0.000248814883571,-0.0008587305446152,-0.0004769235255317,-0.0006342017759493,-0.0008501142247863,9.158337357759172e-05,0.0074803858266998,0.0038771832664317,0.0021596230821318,-0.0006030802527033,0.0001906024053945,0.0066244289593752,-0.0006258953955958,0.000544255365666,-0.000567966255851,0.0002522430501349,-0.006218305364876,0.0037279066915118,6.384192980416723e-05,0.0008943207269186,0.0002373236515727,0.0002775127468038,-0.0017751118774444,0.000482350875554,4.169631876923847e-05,9.50093145505464e-05,0.0212439584745258,-0.0032881507393261,4.848030446086824e-05,0.0004629828672985,0.0002483087557535,-0.0021580257399424,5.965979705827495e-05,0.0003591200051709,-0.00032701416392,0.0002628122489335,-0.0234019842144682,0.0033478105363844,0.0003106397007101,-0.0007899970312186,,,,,,,,
2001-12-10,2002-01-09,2.425887554047384e-06,3.4019361889868425e-07,1.2902906074743438e-07,5.472851106604303e-08,0.1872523176872241,-0.3633883471807165,-0.1674707915110832,0.3875827689939948,0.2344430426611807,-0.3387816835279487,-0.1390215839353012,0.232540494295345,0.2674029597964751,-0.2944149020183183,-0.1033796739102567,0.0969651238886323,0.2863205613946539,-0.2419493447301059,-0.0667463276065176,-0.0083676704285291,0.2901033980554411,-0.1812283647756889,-0.034466301921736,-0.0858882563485721,0.2868038180223382,-0.116854252970584,-0.0083674148993962,-0.1405569757998898,0.2813013350835077,-0.0511916836168483,0.0237567977656823,-0.186846403380492,0.2758126874252224,0.0077183446488413,0.0517778222210407,-0.2048066283027541,0.2688292402076297,0.0529545532221751,0.1030577625967913,-0.1889531887107494,0.2596003063149409,0.0821134494945876,0.1706836109221454,-0.123614843992221,0.2413859574710276,0.138644733544802,0.3623784948894925,0.0630839577794513,0.22337738072382,0.2182297009360979,0.668136703570799,0.461005346694853,0.2619167534139914,0.1756022774328298,-0.1150930576514374,-0.3117396055121638,0.2498759421207464,0.438562536777404,-0.2357588681797783,-0.2137624702473178,0.2366542730249245,0.5091275241349331,-0.4966624150457301,0.5214177261413843,-0.0157204128848528,-0.0033858549509185,0.0013866337321827,-0.0027514938982075,0.0005161888027968,-0.0038607146327704,0.0036813933111815,0.000350310385939,-0.0010154572797147,0.00050923059343,-0.002287948744808,0.0044206484111922,0.0015926473423293,-0.0012643046379558,0.0002646683951878,-0.0100414051039398,0.0002352859809979,-0.0002118871927804,-0.0004899761176957,0.0001773798687075,0.0011579069747423,0.0008627775522687,0.002663359026199,0.0006662459849615,0.0002607329819605,-0.002997007656081,-0.0001472726908109,-0.0009053420419971,-0.0009092369089056,9.770632678567784e-05,0.0056031296076628,0.0036725319746001,0.002029983159547,-0.000776027291006,0.0002219604335372,0.0069004293974235,-5.767925450681085e-05,0.0008557954101553,-0.000156317721944,0.0002144186280053,-0.0042819378505326,0.0029065804833925,-0.0001142193298911,0.0007389746951837,0.0001993978405591,0.0001488750644207,-0.0022047523801122,0.0002328024794472,0.0001584092891519,8.919516438936805e-05,0.0191968152690666,-0.002970365125085,0.000435343118773,-7.845498576343002e-06,0.0003591622999979,0.0012645192818915,-0.0014399924093489,0.000368822830717,9.364320377807829e-05,0.000151298714837,-0.0179322959871751,0.001530372715736,-6.652028805594729e-05,0.0001014887023544,,,,,,,,
2001-12-11,2002-01-10,2.4292491864236303e-06,3.401915066272908e-07,1.2906934308628026e-07,5.458900776789416e-08,0.1875590739348616,-0.3635209793474249,-0.168043473047893,0.3886428540586735,0.2345854589858149,-0.3388636981920502,-0.1391734217720057,0.2316565550599694,0.267424644350801,-0.294437991963524,-0.1032639617599189,0.0955818952722117,0.2862773032540313,-0.2419234056303405,-0.0665130433823628,-0.0093504994950176,0.2900625267244408,-0.1811750794201125,-0.034276228536446,-0.0858564217493967,0.2867636809274237,-0.1167870073702472,-0.0082067351942024,-0.1399822803644193,0.2812467182408416,-0.0511119957302607,0.0239192118157856,-0.18604035330293,0.2757207304215089,0.0078041602714195,0.0520082361899488,-0.2044123079674302,0.2687014877365267,0.0530418806067738,0.103342553829716,-0.1890192864886349,0.2594522947712244,0.082188963002083,0.1709894106660744,-0.1242602325979299,0.241182320370261,0.1386990052097516,0.3627273686883052,0.0613391290669376,0.2235272804643954,0.2181527051252923,0.6675276271107295,0.4625783258201364,0.2620048457014741,0.1756241904600721,-0.1152603523438036,-0.310208235145797,0.2499669863040722,0.4385229818665077,-0.2359100700168936,-0.2145958358398433,0.2367486698599812,0.5090417717270166,-0.4967551454467588,0.5210722205315406,-0.0161212931584126,-0.0026254043596506,0.0010907069146773,-0.0027625922455872,0.0005252856594108,-0.0042520180415062,0.0005795409408529,0.0006108447828622,-0.001200752288342,0.0005748671420929,-0.0022696870656252,0.0061979509234894,0.0013076373394081,-0.0009711211464343,0.0001858774294498,-0.0080404655043768,0.0006232810399516,0.0001000223398012,-0.000524397107403,0.0001573201456587,0.0003409738560298,0.0002379214107855,0.0028992364750409,0.0006870827817766,0.0002821531906101,-0.002441256885899,0.0008076886555959,-0.0014551645892326,-0.0008423656606103,0.0001047224791978,0.0038589469609181,0.0017128616856871,0.0013342606863048,-0.0007507788489714,0.0002083639027349,0.007760165975861,0.0017486597011904,0.0018243157822422,-0.0001127757405045,0.0001992753263764,-0.0033325319039795,0.0024534092838585,-4.4979485279206526e-05,0.0006368019841804,0.0001724799647656,-0.0011618778304277,-0.0029028238660218,-0.0003017496131878,0.0002697173587058,0.0001124716934367,0.0176882992115383,-0.0032352597441013,0.0001818282458495,0.0001964765937654,0.0003208327527338,0.0021380956884354,-0.0012376570185692,0.0002393189093347,0.0001192293203016,9.577360815851688e-05,-0.0155502035231029,0.0019976027255321,5.749066348517364e-05,-7.724727346382426e-05,,,,,,,,
