REFERENCE_DATE,FORECAST_DATE,EIGENVAL_1,EIGENVAL_2,EIGENVAL_3,L_1Y_PC1,L_1Y_PC2,L_1Y_PC3,L_2Y_PC1,L_2Y_PC2,L_2Y_PC3,L_3Y_PC1,L_3Y_PC2,L_3Y_PC3,L_4Y_PC1,L_4Y_PC2,L_4Y_PC3,L_5Y_PC1,L_5Y_PC2,L_5Y_PC3,L_6Y_PC1,L_6Y_PC2,L_6Y_PC3,L_7Y_PC1,L_7Y_PC2,L_7Y_PC3,L_8Y_PC1,L_8Y_PC2,L_8Y_PC3,L_9Y_PC1,L_9Y_PC2,L_9Y_PC3,L_10Y_PC1,L_10Y_PC2,L_10Y_PC3,L_12Y_PC1,L_12Y_PC2,L_12Y_PC3,L_15Y_PC1,L_15Y_PC2,L_15Y_PC3,L_20Y_PC1,L_20Y_PC2,L_20Y_PC3,L_25Y_PC1,L_25Y_PC2,L_25Y_PC3,L_30Y_PC1,L_30Y_PC2,L_30Y_PC3,LAG22_PC1,LAG22_PC2,LAG22_PC3,RMSE_LAG22,LAG43_PC1,LAG43_PC2,LAG43_PC3,RMSE_LAG43,LAG64_PC1,LAG64_PC2,LAG64_PC3,RMSE_LAG64,LAG85_PC1,LAG85_PC2,LAG85_PC3,RMSE_LAG85,LAG106_PC1,LAG106_PC2,LAG106_PC3,RMSE_LAG106,LAG127_PC1,LAG127_PC2,LAG127_PC3,RMSE_LAG127,LAG148_PC1,LAG148_PC2,LAG148_PC3,RMSE_LAG148,LAG169_PC1,LAG169_PC2,LAG169_PC3,RMSE_LAG169,LAG190_PC1,LAG190_PC2,LAG190_PC3,RMSE_LAG190,LAG211_PC1,LAG211_PC2,LAG211_PC3,RMSE_LAG211,CURRENT_PC1,CURRENT_PC2,CURRENT_PC3,RMSE_CURRENT,FUTURE_PC1,FUTURE_PC2,FUTURE_PC3,RMSE_FUTURE,FUTURE_PC1_DIRECTION_DIFF,FUTURE_PC2_DIRECTION_DIFF,FUTURE_PC3_DIRECTION_DIFF
2024-11-28,2024-12-27,5.5413048483174125e-06,3.677484006725472e-07,5.636603839241028e-08,0.20521593418850473,0.4047026918996935,0.6650158530467185,0.24446601370052423,0.3716508767625016,0.24953612473544645,0.2674506087765956,0.31130005735322064,0.004579736209172479,0.28120742875096394,0.24308090051215903,-0.14950709385329644,0.28629994724339447,0.1715852369317194,-0.21972653741488443,0.2847431255196886,0.10208508835534903,-0.239624768809912,0.2797696613980454,0.03300529794472612,-0.23166895012439664,0.2745780955353273,-0.03071432792366166,-0.21002451358697405,0.270737211733589,-0.08456568560273638,-0.17979344695259664,0.267467453291243,-0.11713793229155757,-0.13809392218299374,0.260397114014352,-0.17039780564425278,-0.04921683602916362,0.25098031496936807,-0.2428651865672376,0.06732982501251467,0.2375680681050289,-0.3210070101059832,0.2117383985152322,0.22203071180745115,-0.37883219555066333,0.28679502488104824,0.22233615366500958,-0.3804587156822564,0.2901654008034041,0.006436537912965556,-0.0015106383828011071,-0.0013954761317507523,6.073973827131444e-05,-0.006785618474733459,-0.003364474838926286,-0.0008014615509053482,4.9970895534840766e-05,0.0004073773858997885,-0.002361092043440744,-0.0012615055276695422,8.639785163897671e-05,-0.012634476879020475,-0.0007684567499304938,-0.0003920279757903325,6.854695868817112e-05,-0.00045674479115816825,-0.0022830896867046145,-0.0006130241177944362,8.767405895902518e-05,0.0025756991084472593,-0.0003650440009553832,4.1798052102526e-05,5.676201954999955e-05,0.002788712988920849,0.00026341755864673407,-0.0007466568536974237,8.0659613209833e-05,0.0027836123569000486,-0.0017962147773435673,-0.00011091944455060332,4.947160598872041e-05,0.0019597967706919033,0.003633932444840169,-0.0001501004797283729,8.428698986552708e-05,0.0038619400341792912,-0.00036151503693896157,0.00023097238654494934,0.0001235202566718002,-0.009522511070167205,0.0010217115868286105,-0.0013016104013873738,9.67742096784559e-05,0.007919700091619963,-0.003052261727084488,-0.000945945050883295,4.5638995664779817e-05,0.017442211161787166,-0.0040739733139130985,0.0003556653505040788
2024-11-29,2024-12-30,5.5433951362650115e-06,3.6776615045959275e-07,5.635638303276199e-08,0.20524298029475213,0.4047156555829059,0.665044503244185,0.2444819419993166,0.3716462097903511,0.2495090346267927,0.267462104351571,0.31129031251889877,0.004518036137855057,0.28121423631927195,0.2430665625288112,-0.14955266200962067,0.2863031930352692,0.17156888234240014,-0.21975152586454075,0.2847405071756079,0.10206367605908348,-0.239611057130667,0.2797626710566499,0.03298144680410682,-0.23163938010473392,0.2745709369335799,-0.030734713031742272,-0.20998829107824787,0.2707315354590509,-0.08458069845473709,-0.17975755366155188,0.2674642904717474,-0.11714697559255374,-0.13808023497249683,0.2603958290447803,-0.17039991652204273,-0.04925486051078794,0.2509783292282556,-0.24286368874789369,0.06731314443139186,0.23757469526804498,-0.32098786409479607,0.21173877552064385,0.22201592528303066,-0.37883957092551074,0.2867705096803137,0.22231019185440073,-0.3804828588909598,0.2901928634345482,0.011564534780092237,-0.0011117863409555147,-0.0011972631024580777,5.762841636683706e-05,-0.011742951434937336,-0.00229454748567128,-0.0010331690383635504,5.554827982319578e-05,0.005705638173665448,-0.0020419107744494578,-0.0009077259790334749,8.417084506588301e-05,-0.01725390093442747,-0.00168423232089184,-0.0005483829221663853,7.53963769698327e-05,0.0016084933787859196,-0.002359390531437652,-0.0006678156273359212,8.745309540935071e-05,0.0034387129088454147,-0.0006107799063454688,0.00010619420700362192,5.0080752752193194e-05,-0.0003157848321643734,0.0006174803452215557,-0.0005755944971038188,0.00010075115812197507,0.005791401734716324,-0.000916799322085676,-0.0004117453521947985,4.836232355458845e-05,-0.0019299213919112448,0.0028585884111148032,-0.00010842543804541601,7.765721313059029e-05,0.004966708693183778,-0.0007032532671082826,0.00018850316213698507,0.0001410480195343838,-0.011640772855377686,-5.9786322918343364e-05,-0.000817428971831286,8.775944435586162e-05,0.007966652767062953,-0.0027254223171346284,-0.0009927069443967978,4.7743624257875495e-05,0.01960742562244064,-0.0026656359942162852,-0.0001752779725655118
2024-12-02,2024-12-31,5.546173535386816e-06,3.677774126378694e-07,5.635351041981209e-08,0.20527863664198537,0.4047409393838394,0.6650793490125996,0.24450723797725793,0.37165713953968554,0.24944146748168933,0.2674760284111198,0.31128577423050274,0.004444358359137424,0.28121969720320483,0.2430512755833763,-0.14960734429664047,0.2863032669979139,0.17154843658035412,-0.21978815529708437,0.2847370960075,0.10204190497289467,-0.23964432390764304,0.27975494219525543,0.032958261260200655,-0.2316839436208504,0.27456038169987895,-0.030758276230593823,-0.21002389394927823,0.270717971108455,-0.08460599825685845,-0.1797675868516045,0.26744709944687556,-0.11717696871598735,-0.1380362952298031,0.26038040107639376,-0.1704292209206316,-0.049070335366927065,0.25098535074864153,-0.2428546020443228,0.06741194796972705,0.23756341526905755,-0.32099226061656827,0.21171522753929406,0.22202136319520302,-0.3788167644744494,0.28672351726105527,0.22230679296655076,-0.38047074180597484,0.2901141112210611,0.009915581902158268,0.0005584650711005901,-0.0017286747599759757,7.642943594105826e-05,-0.007283974836824581,-0.003597898281874506,-0.0010132670156212421,6.426532753351554e-05,0.0035921003165096093,-0.0008784188040791895,-0.0005320899426467906,4.5243057445897615e-05,-0.015722579032625642,-0.002322503878010365,-0.0009375634206558374,8.847038363796373e-05,-0.0015250708731033976,-0.002339461465225704,-0.0005456747423267906,7.808241813290666e-05,0.0033864908881820954,-0.0005396788571607875,-0.0002048580286928313,4.97469486322928e-05,0.003545834042080211,-6.725605673322448e-05,-0.0004051904305871662,8.205253756726241e-05,0.0022755642534330674,-0.00033472135930983607,-0.00036182566060455183,3.604731284249275e-05,-0.0017901890120054905,0.002385971880301704,0.00012215344998409768,6.564653956928835e-05,0.006117492652767531,6.462106939245647e-05,-6.609709346773712e-05,0.0001373790219213422,-0.013754972831468615,0.0005993110955014916,-0.000978894210679965,6.83070229021962e-05,0.010720897328258453,-0.0028216019755308323,-0.0007964118545308299,5.474725355913746e-05,0.02447587015972707,-0.003420913071032324,0.000182482356149135
2024-12-03,2025-01-01,5.552793265313779e-06,3.67736985564824e-07,5.635740384899351e-08,0.20531607476424452,0.4047032432667053,0.6650533054915957,0.24452252509490957,0.3716421466496794,0.24943359210132288,0.26748260397910173,0.31128711127179937,0.004465505611036733,0.281220001009056,0.24306146793168742,-0.14957499155860238,0.28629787848715466,0.17156228907742205,-0.21976099316206582,0.284728300233726,0.10205485411201413,-0.23962896783996754,0.27974591923434994,0.03296954176997842,-0.23167418140462007,0.2745504640006095,-0.030753480742992334,-0.21003393630369324,0.2707067089003548,-0.08461068748292487,-0.1798065602896418,0.2674355431716372,-0.11719940859250795,-0.13811937191441145,0.26036936509247327,-0.170486141946504,-0.049235394681746814,0.25099570682276695,-0.24285401228472625,0.06744547529103465,0.23756761864075787,-0.320995446891297,0.2117171863971212,0.22201821632223565,-0.37881871738701883,0.286705859448589,0.22231641876242353,-0.38046985962791796,0.29014729874267764,0.008887139681241461,0.00016992709869256264,-0.0013944292615117914,9.419239242920307e-05,-0.004152360209898436,-0.003658545774100338,-0.0012221013853506975,7.750127310295254e-05,0.0005783353750044191,-0.0018637228583734612,-0.0005811118490140249,6.45271623066619e-05,-0.014256524668492655,-0.0017773011915714824,-0.0009746857115782337,9.962416532294409e-05,-0.004468489990730195,-0.0022184669152390314,-0.0003376560701269857,7.547808822887719e-05,0.004770046117782013,8.640038684864528e-05,-0.00036346564062719207,3.9600282379991515e-05,0.002507276215687459,-0.0009142110802171425,-0.00038718156866474995,0.00010204721519717937,0.0032848810964908404,-0.00042966682620655,-0.00047218070902565367,4.503034413871077e-05,-0.0003194080612242841,0.0028399249319702247,0.00015825632025070297,6.253042368829514e-05,0.007772980656223242,0.0007906137788344265,0.00019171916396562008,0.00013270753127707726,-0.01237138419182948,0.0002534023587619867,-0.0005700378100524497,5.398846656844808e-05,0.009965101414785795,-0.00312466311539263,-0.0007925240139170971,4.2254700490986037e-05,0.022336485606615275,-0.003378065474154617,-0.00022248620386464742
2024-12-04,2025-01-02,5.553255292782336e-06,3.678550707593003e-07,5.6343978730710605e-08,0.20533373303564129,0.4046480013119728,0.66506848604206,0.2445446340718409,0.3716406440749949,0.24939962248144587,0.2675029556736559,0.3113055614893963,0.0044357660375207095,0.2812351799365246,0.24308087384754606,-0.14955996616505235,0.2863042409389454,0.17155488742879987,-0.21969153961828486,0.2847276529650643,0.10202595944188117,-0.23953637884227022,0.2797404375349552,0.0329259308577315,-0.23160465976153316,0.2745452248374541,-0.030783128500896942,-0.21002583572974295,0.2707016293195926,-0.08462849278866588,-0.17984645631072288,0.2674311830456882,-0.11720917228091551,-0.13820391288944436,0.2603671556436307,-0.17047874085061776,-0.04940660227772214,0.25098560109767887,-0.2428605183647343,0.06741144012543708,0.23755089637914584,-0.32102286306171585,0.21172001316425587,0.2219997217698943,-0.3788375177965885,0.286732152435591,0.22229987036898632,-0.3804654009468653,0.2902260894642968,0.005191595941128702,3.9391042937095614e-05,-0.0017145521389275553,0.00011600341738968444,-0.0008428674628525321,-0.0027736039150796357,-0.0012872719110637834,8.788507241681754e-05,-0.0024882657697325285,-0.001111899596073726,-0.0006589372815658267,6.449155313740517e-05,-0.01273011216098881,-0.00244500329730537,-0.0008715258482990501,0.00011280276017822187,-0.004611991169535508,-0.0016077988036674626,-0.0005188313573666243,8.014215772201536e-05,0.005224433120119571,-0.0007726992049821304,-0.00035171188365342836,3.8014263037848324e-05,0.0017777646008345592,-0.00046847809991753283,-0.0003660731659927794,0.00013774269032202103,0.0034911870308167465,-0.0007419165929970651,-0.0006559095676708608,4.476421482270889e-05,0.0003266392341824665,0.0020474704395585497,0.0004856838718353426,6.537521776414714e-05,0.00719001113736707,0.0015400435028148469,9.025792719830603e-05,0.00013139973631459145,-0.01292237766207244,0.00023464291230931812,-0.0006635535091733248,5.250968351207111e-05,0.009443291847625452,-0.0031090556308093916,-0.0004895180714607783,4.459463556415712e-05,0.022365669509697893,-0.0033436985431187097,0.00017403543771254656
2024-12-05,2025-01-03,5.551544970963997e-06,3.6767608840704403e-07,5.634866778424205e-08,0.20536636748489698,0.40467832753335303,0.6650567755997224,0.24458043563445875,0.37163190657006534,0.24940902882340027,0.2675344199635189,0.311285827958222,0.004407184377897826,0.28126027341300286,0.24305747140720368,-0.1496289536921796,0.2863241375641101,0.17152188341806637,-0.21978990677556715,0.2847422727911247,0.10198241534776001,-0.23961657659974028,0.27974963130431996,0.032870400187906504,-0.23162543017628043,0.2745483979346115,-0.030846525065464966,-0.2099699060570049,0.2706990688025351,-0.08469469447838276,-0.17973820519592135,0.2674253437402641,-0.11727600398220199,-0.13808760112630408,0.2603543124721502,-0.1705378533020877,-0.049293323133439024,0.25095527845194565,-0.24286568870427946,0.0674059625750852,0.2375094807761447,-0.32101152528917887,0.21169207242239035,0.22196208584767438,-0.37887389722552345,0.2867832248907438,0.22224213037268584,-0.3804072178494854,0.29020580828798875,0.004459962905012526,-0.00025298221078314865,-0.0018022688317076744,0.0001252187273519377,0.00258613245125595,-0.0022024586166420625,-0.0010012568083852269,7.515086613040012e-05,-0.004292069587730859,-0.0012204890481078028,-0.0007440109988260148,7.669018674757545e-05,-0.011337331098670909,-0.002914716804379386,-0.001061335378105382,9.279465665643166e-05,-0.004213718155059181,-0.0006043183302648614,-0.0005101136279310721,9.14307577822549e-05,0.004007203716272146,-0.0014155748814107093,-0.00020185537349277314,4.885593761654131e-05,0.006041001996736172,-0.0004236782964010679,4.184013823890309e-05,9.126115618395244e-05,-0.0033588000232352873,-8.914893357458097e-05,-0.0005632579302707282,5.190014485804719e-05,0.0034690709144165927,0.0010238999906048152,-3.8756692626982115e-05,6.332178075243032e-05,0.005304694024419,0.001919071168905814,8.893057879105526e-05,0.00014103699470321648,-0.009925144202125955,0.0022352777880434316,-0.0009091377479191192,5.0851635564472814e-05,0.010194724822696294,-0.003128194081238876,-0.00023956110539944558,6.198497472875627e-05,0.020119869024822247,-0.0053634718692823075,0.0006695766425196736
2024-12-06,2025-01-06,5.5530953478452554e-06,3.675707615954134e-07,5.6341076107177096e-08,0.20543851423846377,0.4047567910183374,0.6647838913260713,0.2446566877870392,0.3715425861973352,0.24952413100077145,0.26760589286368025,0.31114349955084614,0.004615446458780429,0.28133246502026527,0.24291267623853435,-0.14946122230877054,0.28639039416304385,0.17139709894172195,-0.21970499384821623,0.284798212656738,0.10187564801778526,-0.23959320114610316,0.2797864550760184,0.03277046708300228,-0.23161946842695288,0.2745708809649811,-0.030936042357467428,-0.20999044526015484,0.2707107690451602,-0.08477408896318787,-0.17978543612660236,0.26742467776847945,-0.11736011230994514,-0.1381151665725289,0.2603339535645259,-0.17059737838580977,-0.04936818303556337,0.25088754809496233,-0.24278055819345615,0.0670141713483452,0.23739923808672148,-0.32100833503362536,0.21158811766596958,0.2217812088823714,-0.37893061362490615,0.2869312181890518,0.22206808081729518,-0.3806362799168913,0.2908532284541416,0.003261623671715849,-0.0017708309834877825,-0.001759021354319898,0.00010234631635419443,0.002667678897930882,-0.0018331807726511711,-0.0007873555370637925,6.583657067381998e-05,-0.0029818310901170725,-0.002033912485547563,-0.0009116217728470535,9.29573717414385e-05,-0.010331248343519025,-0.00210860657558462,-0.0010106106266033936,0.0001145885786434901,-0.003673241336961409,-0.0014741705395402978,-0.0004392372447120698,7.503374514051481e-05,-0.0002981851309727743,-0.0007899976814149036,-0.00023712353832868946,4.894058887828955e-05,0.004309840844224136,4.26710780197141e-05,-0.000123760037998344,9.439015822731643e-05,-0.0009049014449920886,-0.0009671798147699316,-0.00041892265565565093,2.854632414311044e-05,0.004239633898559975,0.0009282718643273194,-0.00022650154539662773,6.245734651870113e-05,0.0025617006735092016,0.0012508935263711224,0.00036595019868886997,0.0001547868420559718,-0.010627805494678752,0.002505408287538059,-0.000646386575787968,6.569174207503854e-05,0.011420789413279684,-0.002858614081565564,-0.0004435993987893397,2.9168800212480862e-05,0.022048594907958435,-0.005364022369103623,0.00020278717699862827
2024-12-09,2025-01-07,5.551148993515936e-06,3.673738501540751e-07,5.6379622222998766e-08,0.20550036268418329,0.40464425018622,0.6646496271694612,0.2447124011279731,0.3714463948789718,0.24966319045085328,0.2676447697392333,0.3110990601450398,0.004867481636178214,0.28135704258663835,0.24290451448172362,-0.1492976283193267,0.2864017599144674,0.17141643984150842,-0.21966822034225272,0.2848007381765614,0.10190038855159453,-0.23966234445625884,0.2797824674769035,0.03278673055446478,-0.2317063520942885,0.2745633315185846,-0.0309407468601475,-0.2100687028576465,0.27070061373266296,-0.08479849217049709,-0.17988228598553907,0.26741114718395204,-0.11738869799504377,-0.13820073501839875,0.26031413897696043,-0.17062974428954736,-0.04942218033290388,0.2508582107452317,-0.24281257732667405,0.06700594545346503,0.23736288205936595,-0.3210490268169062,0.21126266723779566,0.22173597771003267,-0.378969629815164,0.2869374061878503,0.22203701147617677,-0.38075187145209766,0.2910883235277301,0.00405937290393879,-0.0022897186057711477,-0.0018441963705543146,0.00011735844806610529,0.00348789622495639,-0.001749063075139019,-0.0008889240570231559,7.995553095969515e-05,-0.004296226750527863,-0.0019495165420462444,-0.0008704666408923326,8.712358556689497e-05,-0.010313263386013722,-0.0018028472915947388,-0.0008340290682680555,0.00010345159485874307,-0.002205912325932221,-0.0016666290057226957,-0.0005282838280137387,7.257766628158307e-05,0.0027843668082795196,-0.001254306625943554,-0.00033741647546449226,3.9570601166804545e-05,-0.0011304163895429298,0.0007868638930321775,0.00010074135662186843,0.00011772798567345873,0.00011327534705394223,-0.0011562636459776581,-0.0005845196306179583,2.4080252161607556e-05,0.002582832834055117,0.0007523122596236749,0.00018147155132468916,7.840488564987182e-05,0.0039340411185897,0.0016915991320590182,-9.574389336261878e-05,0.00017619458193456774,-0.00863772276480451,0.0011750109210122658,-0.0004931492409667457,5.5209057236294446e-05,0.012000799402270829,-0.003011296545286056,-0.0003016956824650665,3.9356099049890144e-05,0.02063852216707534,-0.004186307466298321,0.00019145355850167921
2024-12-10,2025-01-08,5.55023273156291e-06,3.675551629837777e-07,5.634760372826792e-08,0.2055326750728732,0.4045271593510912,0.6646669859758997,0.24472632880515088,0.37139811890698987,0.24977342230994726,0.2676507426869048,0.3110864499746014,0.004943134451048763,0.28135775492685794,0.24290469044740232,-0.14924755663446543,0.2863992882265818,0.17142695912802924,-0.2196459433219248,0.28479486720104324,0.10192402777215137,-0.23963772893857074,0.2797743055013727,0.03282423457211597,-0.231689859722385,0.27455409723672497,-0.03089119647461261,-0.21007507622352184,0.2706913131127591,-0.08475036474553858,-0.17990625428626678,0.26740412269083236,-0.11734553484087672,-0.13827059428679342,0.2603116432643207,-0.17059034939277118,-0.049580721667477,0.2508543537300569,-0.24280884445199058,0.06694829086483083,0.23736497261444678,-0.32110094861331534,0.2111717927272079,0.22173657138407613,-0.37903135119454695,0.28690347466907345,0.22204032650652705,-0.3808621206711051,0.2910618288564863,0.0018711648084889646,-0.0011965626463231343,-0.0018982611842252098,9.280717262530584e-05,0.005772639524185382,-0.0018283647937701137,-0.000972394314288084,8.431504502160218e-05,-0.004062201137052128,-0.0019799226670209205,-0.0006661699002196213,8.403960129626481e-05,-0.011831606832103951,-0.0018458136048014556,-0.0010015264059755967,9.770389448889685e-05,0.0030856530475576777,-0.0020647619097932525,-0.00026339208506237814,8.871532580541717e-05,-0.003665299969681656,-0.0009286919465006963,-0.0004882655794448812,6.879250186163473e-05,-0.0002761601456689704,0.0004032771187546881,9.208955347028778e-05,0.00011198709853509969,0.0006009724280217682,-0.00022709801692214564,-0.0006225007576308051,3.667827532906617e-05,0.0012917033639976122,0.00046828958925476395,1.9820393135232623e-05,8.744347966879959e-05,0.003974556835814625,0.0012170677089086888,4.673799763620299e-05,0.00017202319812318741,-0.007064504269958436,0.0007658795607405722,-0.0004938111064155046,6.141960021552022e-05,0.012931664378018827,-0.003064823464787805,-0.0002991292138747781,4.2281798583248e-05,0.019996168647977264,-0.003830703025528377,0.00019468189254072648
2024-12-11,2025-01-09,5.550288582940696e-06,3.679003348068766e-07,5.6357104354571935e-08,0.20554537727814295,0.4045870263181552,0.6644479744680016,0.24473913222918187,0.37146952084277257,0.24972251635092496,0.26766184162000856,0.31115667890789156,0.004961700924460653,0.28136619733298895,0.24293814382135168,-0.14921094487387568,0.28640478656060486,0.17141261619302348,-0.21961535141375849,0.28479753313287715,0.10186881976464088,-0.23962217951745537,0.2797739735823766,0.0327304436893264,-0.23170549058305986,0.27455115931384166,-0.031004240423321783,-0.21012039507191915,0.2706865639379706,-0.08486049771384581,-0.17996474856416558,0.26739836864714356,-0.1174283534129548,-0.1383461328030956,0.26030371148356884,-0.17063755953224408,-0.04971415477139429,0.25084653422581293,-0.2428544621073023,0.06696785868577425,0.23735602642207904,-0.32110334659305084,0.2112530799286873,0.22172811001145643,-0.37892177694644713,0.287083385275524,0.22203278386570638,-0.38067698299902447,0.2912789640055994,-0.0001943169555526522,-0.0009696386701873718,-0.0016486359661457765,0.00012461974728284158,0.0038639146718208585,-0.002454461650801011,-0.001528426795722657,0.00011376025777973611,-0.0016924963896348577,-0.0018687946118001748,-0.0004266582215052615,6.370108947345622e-05,-0.010464205432796787,-0.0018786106804707923,-0.0009686200393815914,8.343092582325033e-05,-0.00017340042479022813,-0.0014958494834703283,-5.7474135987512414e-05,6.929999479394263e-05,-0.0044590063481821,-0.0011868579023925417,-0.0008263759933124276,3.5493120532500864e-05,0.001445211548778213,0.00012379078724007983,0.00020331949694703407,9.012680046606943e-05,0.0014555218372524176,-0.0003923444153836449,-0.0007805835832688576,4.33353670264519e-05,0.002715806426758455,0.0006989227733835904,0.00015113906055152907,8.223883656719371e-05,0.0044118151355864105,0.0009327153840217122,7.555668221885168e-05,0.00015219754916817311,-0.007410079194757486,0.00010550746516569385,-0.0002477987444441884,8.747924876544425e-05,0.013802951999312738,-0.0023925470974426053,-0.0002766819635274928,2.3705951779047737e-05,0.021213031194070225,-0.002498054562608299,-2.8883219083304396e-05
2024-12-12,2025-01-10,5.550219123350357e-06,3.6827622338580135e-07,5.63503179221888e-08,0.20556218645859067,0.40467209948198296,0.6645240306314842,0.2447531092369295,0.37140176209690545,0.24974045729737682,0.267673086396084,0.31102970920460404,0.004943296706161698,0.2813739938869577,0.24281230058136982,-0.14922729199440032,0.28640937015455964,0.17132473022476313,-0.21961766246155986,0.2847986613926139,0.10184948824392251,-0.23958917515104305,0.27977256572016973,0.03278231539476496,-0.23165483023177091,0.2745481041783972,-0.03089179503468778,-0.21006984392595734,0.27068265408051195,-0.08471459353617364,-0.17993058113829027,0.2673950728340941,-0.11729799450849349,-0.1383561850992239,0.26030118584375445,-0.17058229455354826,-0.04980222966183201,0.25084093093672355,-0.24281665568221839,0.06689711194563536,0.23734375334372862,-0.32120984231748023,0.21125199176234763,0.22171839318394965,-0.3789374675641554,0.28700096200396075,0.22201742096356217,-0.3809021771456234,0.29128373756144366,0.00024034230863891369,-0.0009197710500285334,-0.0017738099908508372,0.00018117393237167942,0.0038310382150677767,-0.0021736455047126815,-0.0015349200513939956,0.00010979643296005667,-0.005030607193495791,-0.002433341427568877,-0.0006280947425600037,4.6849230512287065e-05,-0.006933278568827859,-0.0018234712507866901,-0.0008211670772396329,8.579685924493351e-05,-7.492510660653698e-05,-0.0015250948269291888,-0.00015695692854649344,6.761386438449568e-05,-0.005661592859590662,-0.0006137216435504016,-0.00071791016357685,4.044257946178431e-05,0.001429838828394039,-0.0004952517143097595,8.201667321622292e-05,9.706524596185827e-05,0.003469577454131769,0.00027775313198728,-0.0008028640847944434,6.355824037786516e-05,-0.0003165346080689109,0.0003557389322865529,0.00019242485201343673,7.266146630224911e-05,0.004519783236511807,0.0016260291461037814,-5.9138911809394944e-05,0.00014233558938364505,-0.0069694835894814336,7.448623752762031e-05,-0.0002525818127793685,0.00010215436822801982,0.013485614207823219,-0.0018303124381219785,-0.00020432098741949233,4.7617049266186855e-05,0.02045509779730465,-0.0019047986756495989,4.826082535987615e-05
2024-12-13,2025-01-13,5.552659930900615e-06,3.6824260135975737e-07,5.639200696147606e-08,0.2054818394343406,0.4049144123005068,0.6642805598887824,0.24471455755764027,0.3714962635931156,0.24963827776887026,0.26766092251355517,0.311032304352696,0.004963220788098018,0.2813811631797462,0.24275491203831157,-0.14916190601320878,0.2864239098916933,0.1712529014155209,-0.2195381023855763,0.2848166707233957,0.10178369429581535,-0.23956684734641898,0.27978897632749705,0.03273613982908871,-0.2316532819101956,0.2745666375597519,-0.030931682402900465,-0.21011022124582243,0.2707046710748536,-0.08475716311060326,-0.1799986154058749,0.2674186849015822,-0.11734368849887467,-0.13841802142186355,0.26032736074992363,-0.1706288406062512,-0.04988652612981426,0.25084879461356074,-0.2427955645604597,0.06691403796704487,0.23730170710717635,-0.3210541173067501,0.2118334809341969,0.2217332746294461,-0.3789224396075162,0.2869806216751178,0.2219896370774554,-0.3807528540397556,0.2915181887834645,0.0035487093666515057,-0.0012385819065437978,-0.0019691994108418836,0.00020599132217355705,0.0029852870828183486,-0.0021622622164116988,-0.0012981488296536401,0.00010134553326949237,-0.00563709270213304,-0.0022883537825961393,-0.0006339849426636458,5.222702091962419e-05,-0.006905892467068092,-0.001597126906349804,-0.0012138477169817865,8.243971465410227e-05,-0.0007949814981239321,-0.0017414876627648108,-7.33412676789618e-05,5.625193124614782e-05,-0.004484934205927631,-0.0008216008283391616,-0.0005673533517682922,5.380794340984363e-05,0.001250309668970793,0.00019530041741150294,4.3097519561627944e-05,7.626317697931349e-05,0.005557289042278938,-0.000546549873155808,-0.000544714329637596,5.919348827207377e-05,-0.003576681768023132,-0.00043479350191266697,-3.9249075378970254e-05,6.544394602371727e-05,0.004964891646356251,0.0026883840149449774,-5.378497034227581e-05,0.00013155924016591686,-0.003622138237452866,0.000160331834945441,-0.00034518259886044884,9.890442016707588e-05,0.012273077419699933,-0.0014115668952267213,7.391856724530549e-06,5.124835659511457e-05,0.015895215657152798,-0.0015718987301721623,0.0003525744555849794
