FORECAST_DATE,ZERO_1Y,ZERO_2Y,ZERO_3Y,ZERO_4Y,ZERO_5Y,ZERO_6Y,ZERO_7Y,ZERO_8Y,ZERO_9Y,ZERO_10Y,ZERO_12Y,ZERO_15Y,ZERO_20Y,ZERO_25Y,ZERO_30Y
2014-08-22,-0.00011511082228976479,0.00010605907310478366,0.0006995142286000857,0.0017277006304158063,0.0030885123635930023,0.004745560461630375,0.006541069150770511,0.00839854262246454,0.010266978627236105,0.011971239003958566,0.01540651860086411,0.01722248842969772,0.02031941978897321,0.021375042711568554,0.021734438491966726
2014-08-25,0.0012207045021078093,0.0010921182829714173,0.0013278740593078932,0.0019774921473839904,0.0029957467712293205,0.004344271571652091,0.0058690529050028665,0.007507600456531372,0.009198514747615799,0.010783453451762725,0.013953413794321261,0.01575442841563087,0.018546030787588843,0.019478552960218273,0.019803348605906584
2014-08-26,0.00013864435033587673,0.0004740921823970436,0.0011390399859850435,0.0021982440516341117,0.0035418477383178885,0.005140959582654617,0.006858880540637455,0.00863646629362867,0.010436196831033731,0.012085486905005705,0.01541132754152114,0.0170399953674963,0.019729785379450075,0.020653566526772353,0.020931114668658657
2014-08-27,0.0014057113602955647,0.0018779691533235296,0.002637785322227782,0.003742169900761463,0.005066830936915011,0.00658594675504184,0.008208052772391923,0.009900376045329978,0.011627608897112932,0.013233452306415679,0.016455309861063354,0.018146063626408963,0.02055591455119926,0.02131276053832848,0.021516423942729266
2014-08-28,0.0004961968351151664,0.0007393749707459223,0.001326854762476959,0.002313423909430102,0.0035908833089733985,0.005123450975864024,0.0067789580607003335,0.008501504311378565,0.010256306910129808,0.011873667440033682,0.015118533417286478,0.016396118922310077,0.019210167586820672,0.020219204980486953,0.020506154285865733
2014-08-29,0.0002022514403717467,0.00011164727638525256,0.00041792974043393535,0.0011679328346203685,0.0023001841318671017,0.003772283472195729,0.005416748125634025,0.007153286045911765,0.008927781430356482,0.010559109117219967,0.013834539974597,0.015065678982242032,0.018050556791241797,0.019172363367531094,0.01950654886487899
2014-09-01,0.00048356914075139556,0.0006555143713401265,0.0011903377032645485,0.0021138845893323606,0.00344078679559277,0.005037116930935177,0.006803435579243993,0.008657479326658994,0.01053553451654954,0.012260366477785643,0.015752702998095634,0.017735252302670576,0.02077828769349392,0.021821411466302187,0.022129446272742128
2014-09-02,0.0005654410042536715,0.0005730122261343627,0.0009387541493693177,0.0016893953059749617,0.002859335555998191,0.0043149742786759435,0.00593766065083103,0.007653843528942874,0.009408887433288717,0.01103765856716299,0.014324752868209903,0.016066096137504447,0.018931229778610836,0.019922244129101704,0.020222288899974194
2014-09-03,-0.0004009541422706699,-7.504854858263296e-05,0.0006171949604285124,0.0017074191683337013,0.0031701015880633223,0.004878349879018894,0.006720617340690883,0.008611353516064438,0.010514812884085196,0.012236337375706938,0.015731092939089364,0.017281094290734548,0.020218064348296646,0.021283026822840515,0.021532736402389223
2014-09-04,0.0007175886190744666,0.000832894783874493,0.0013039102094047693,0.0021620918960113776,0.0034126156025987764,0.004915159254924939,0.0065763199821908536,0.008319687519829835,0.010096369901268065,0.011735346237261189,0.015053516147283504,0.0169493309423953,0.01970679238390465,0.02066575501584097,0.02089058260087399
2014-09-05,0.0009988664675811725,0.0009043248328388237,0.0011898291895126845,0.0018733780737929455,0.0029758545235274467,0.0043536040350027625,0.005909812717604165,0.0075686413664299065,0.009273536961837319,0.010858616654138818,0.014045908606867514,0.01576080450780909,0.01872978860095225,0.019752278961865297,0.02004075470421464
2014-09-08,0.0002672834702587045,0.0008485592786291293,0.0017525354123436336,0.003013910108302231,0.00453891393119113,0.0062029506791232165,0.00795017263777761,0.009727870719464755,0.011517369818141995,0.013127313975227137,0.016362212536413984,0.017558476025585523,0.020420496277819163,0.021411368600425397,0.02161561449552379
2014-09-09,0.0003237456267363233,0.0006949541073887659,0.0014351042661571527,0.0025653617859292153,0.004015603207922918,0.00564866729382138,0.007396642295705379,0.009190483956148306,0.01099807393623184,0.012624820849899309,0.01590045486481722,0.017366867048089523,0.020412280349484,0.02147997251348218,0.02173588774452123
2014-09-10,0.0005172479736355417,0.0005951152787926435,0.001051993253478492,0.0019049072864564573,0.00312580313168637,0.004575679099490666,0.006165050769067108,0.007829932712423805,0.009534170294978687,0.011093715843186067,0.014216083487630468,0.015395700306730578,0.018308946397613816,0.019402424565347173,0.019662421052716466
2014-09-11,0.0005509948948645174,0.00029104547457901094,0.000408676035202504,0.0009535992114674194,0.0019807249808158588,0.003331148768063775,0.004881409304756766,0.006538468353391476,0.008244025452349046,0.00982361360004789,0.013012345944890282,0.014839492094036458,0.01781046461347494,0.01895605426670646,0.019251024599777438
